Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Attack_Defense_Ratio,SpAtk_SpDef_Ratio,Speed_Avg_Ratio,Physical_Total,Special_Total,Offensive_Total,Defensive_Total,Stat_StdDev,Stat_Range,Highest_Stat_Percentage,Top_Two_Stat_Difference,Physical_Bulk,Special_Bulk,Survivability_Index,Offensive_Potential,BMI,Weight_Height_Ratio,Size_Class,Relative_Power,Type_Rarity,Speed_Tier
Swadloon,Bug,Grass,5.0,55,63,90,50,80,42,380,0.5,7.3,https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg,0.7,0.625,0.6213017751479291,208,130,113,170,18.392027258208017,48,0.23684210526315788,-10.0,4950,4400,73.43420462049961,50.95497756725431,29.2,14.6,Small,5.375996258549798,0.9752066115702479,Slow
Centiskorch,Fire,Bug,8.0,100,115,65,90,90,65,525,3.0,120.0,https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg,1.7692307692307692,1.0,0.7065217391304348,280,180,205,155,19.685019685029527,50,0.21904761904761905,-15.0,6500,9000,83.63446607369193,87.62295639049559,13.333333333333334,40.0,Large,7.146139046032793,0.9746835443037974,Average
Ampharos,Electric,,2.0,90,75,85,115,90,55,510,1.4,61.5,https://img.pokemondb.net/sprites/home/normal/2x/ampharos.jpg,0.8823529411764706,1.2777777777777777,0.6043956043956044,250,205,190,175,19.748417658131498,60,0.22549019607843138,-25.0,7650,8100,88.30147975325002,77.99030122668312,31.377551020408166,43.92857142857143,Medium,7.538983865637113,0.9390243902439024,Slow
Bellibolt,Electric,,9.0,109,64,91,103,83,45,495,1.2,113.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/bellibolt.png,0.7032967032967034,1.2409638554216869,0.5,264,186,167,174,24.263140769488192,64,0.2202020202020202,-6.0,9919,9047,93.72353504835571,66.6924344834555,78.47222222222223,94.16666666666667,Large,6.451491039595777,0.967391304347826,Slow
Meowth,Normal,,1.0,40,45,35,40,40,90,290,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/meowth.jpg,1.2857142857142858,1.0,2.25,120,80,85,75,20.65591117977289,55,0.3103448275862069,-45.0,1400,1600,38.25862365544777,54.513617784964175,26.249999999999996,10.5,Small,4.251019689848651,0.9152542372881356,Fast
Aromatisse,Fairy,,6.0,101,72,72,99,89,29,462,0.8,15.5,https://img.pokemondb.net/sprites/home/normal/2x/aromatisse.jpg,1.0,1.1123595505617978,0.3348729792147806,245,188,171,161,26.67583175835385,72,0.21861471861471862,-2.0,7272,8989,86.49970485604351,59.12737014606694,24.218749999999996,19.375,Small,6.403326403326404,0.8666666666666667,Very Slow
Venomoth,Bug,Poison,1.0,70,65,60,90,75,90,450,1.5,12.5,https://img.pokemondb.net/sprites/home/normal/2x/venomoth.jpg,1.0833333333333333,1.2,1.25,195,165,155,135,12.649110640673518,30,0.2,0.0,4200,5250,68.04092115953365,80.74818918130924,5.555555555555555,8.333333333333334,Medium,6.596409863558251,0.9576271186440678,Fast
Garganacl,Rock,,9.0,100,100,130,45,90,35,500,2.3,240.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/garganacl.png,0.7692307692307693,0.5,0.3763440860215054,330,135,145,220,36.2859017617954,95,0.26,-30.0,13000,9000,105.37282430296308,54.00411491276453,45.36862003780719,104.34782608695653,Large,6.516657615753311,0.9782608695652174,Very Slow
Basculin,Water,,5.0,70,92,65,80,55,98,460,1.0,18.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg,1.4153846153846155,1.4545454545454546,1.3535911602209945,227,135,172,120,16.439789130845526,43,0.21304347826086956,-6.0,4550,3850,63.017044183233224,89.68117643299875,18.0,18.0,Medium,6.5077849445602824,0.9669421487603306,Fast
Carbink,Rock,Fairy,6.0,50,50,150,50,150,50,500,0.3,5.7,https://img.pokemondb.net/sprites/home/normal/2x/carbink.jpg,0.3333333333333333,0.3333333333333333,0.5555555555555556,250,200,100,300,51.63977794943223,100,0.3,0.0,7500,7500,104.00419115259518,49.999999999999986,63.333333333333336,19.0,Small,6.930006930006931,0.9666666666666667,Slow
Taillow,Normal,Flying,3.0,40,55,30,30,30,85,270,0.3,2.3,https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg,1.8333333333333333,1.0,2.2972972972972974,125,60,85,60,21.908902300206645,55,0.3148148148148148,-30.0,1200,1200,33.019272488946264,51.955830342285715,25.555555555555554,7.666666666666666,Small,3.9689817936614973,0.9724770642201834,Fast
Steenee,Grass,,7.0,52,40,48,40,48,62,290,0.7,8.2,https://img.pokemondb.net/sprites/home/normal/2x/steenee.jpg,0.8333333333333334,0.8333333333333334,1.3596491228070176,140,88,80,96,8.238122763510306,22,0.21379310344827587,-10.0,2496,2496,49.2979211819923,46.2917810905175,16.73469387755102,11.714285714285714,Small,3.881635063316055,0.9411764705882353,Average
Rhydon,Ground,Rock,1.0,105,130,120,45,45,40,485,1.9,120.0,https://img.pokemondb.net/sprites/home/normal/2x/rhydon.jpg,1.0833333333333333,1.0,0.449438202247191,355,90,175,165,41.88277291043021,90,0.26804123711340205,-10.0,12600,4725,82.7677252914336,61.62240147749037,33.2409972299169,63.15789473684211,Large,7.109463964057227,0.9830508474576272,Slow
Porygon2,Normal,,2.0,85,80,90,105,95,60,515,0.6,32.5,https://img.pokemondb.net/sprites/home/normal/2x/porygon2.jpg,0.8888888888888888,1.105263157894737,0.6593406593406593,255,200,185,185,15.302505241517373,45,0.20388349514563106,-10.0,7650,8075,89.90731198386165,79.58114415792782,90.27777777777779,54.16666666666667,Medium,7.6128954721629665,0.9024390243902439,Average
Klink,Steel,,5.0,40,55,70,45,60,30,300,0.3,21.0,https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg,0.7857142857142857,0.75,0.5555555555555556,165,105,100,130,14.491376746189438,40,0.23333333333333334,-10.0,2800,2400,55.178483527622404,42.0305899598308,233.33333333333334,70.0,Medium,4.244207572539315,0.9834710743801653,Very Slow
Cherrim,Grass,,4.0,70,60,70,87,78,85,450,0.5,9.3,https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg,0.8571428571428571,1.1153846153846154,1.1643835616438356,200,165,147,148,10.276186062932103,27,0.19333333333333333,-2.0,4900,5460,72.5710757594839,76.27165021689116,37.2,18.6,Small,6.093749999999999,0.9230769230769231,Fast
Poochyena,Dark,,3.0,35,55,35,30,30,35,220,0.5,13.6,https://img.pokemondb.net/sprites/home/normal/2x/poochyena.jpg,1.5714285714285714,1.0,0.9459459459459459,125,60,85,65,9.309493362512628,25,0.25,-20.0,1225,1050,33.24699880575487,38.6530702625796,54.4,27.2,Small,3.2339851652056644,0.9908256880733946,Very Slow
Drowzee,Psychic,,1.0,60,48,45,43,90,42,328,1.0,32.4,https://img.pokemondb.net/sprites/home/normal/2x/drowzee.jpg,1.0666666666666667,0.4777777777777778,0.7342657342657343,153,133,91,135,18.50045044496665,48,0.27439024390243905,-30.0,2700,5400,62.40251469155711,44.25744392626885,32.4,32.4,Medium,4.808049856104681,0.9576271186440678,Slow
Smeargle,Normal,,2.0,55,20,35,20,45,75,250,1.2,58.0,https://img.pokemondb.net/sprites/home/normal/2x/smeargle.jpg,0.5714285714285714,0.4444444444444444,2.142857142857143,110,65,40,80,21.369760566432806,55,0.3,-20.0,1925,2475,44.24672004798952,31.07232505953858,40.27777777777778,48.333333333333336,Medium,3.6955803262927023,0.9024390243902439,Average
Heatran,Fire,Steel,4.0,91,90,106,130,106,77,600,1.7,430.0,https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg,0.8490566037735849,1.2264150943396226,0.7361376673040153,287,236,220,212,18.3412104289766,53,0.21666666666666667,-24.0,9646,9646,100.74365604815773,96.58111071834581,148.78892733564015,252.94117647058823,Large,8.125,0.989010989010989,Average
Tentacool,Water,Poison,1.0,40,40,35,50,100,70,335,0.9,45.5,https://img.pokemondb.net/sprites/home/normal/2x/tentacool.jpg,1.1428571428571428,0.5,1.320754716981132,115,150,90,135,24.983327774070986,65,0.29850746268656714,-30.0,1400,4000,51.92494101851103,51.92494101851103,56.172839506172835,50.55555555555556,Medium,4.910660676204476,0.9830508474576272,Average
Gible,Dragon,Ground,4.0,58,70,45,40,45,42,300,0.7,20.5,https://img.pokemondb.net/sprites/home/normal/2x/gible.jpg,1.5555555555555556,0.8888888888888888,0.813953488372093,173,85,110,90,11.64474130240771,30,0.23333333333333334,-12.0,2610,2610,48.97235703088475,48.993196334264105,41.83673469387756,29.28571428571429,Medium,4.0625,0.967032967032967,Slow
Trevenant,Ghost,Grass,6.0,85,110,76,65,82,56,474,1.5,71.0,https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg,1.4473684210526316,0.7926829268292683,0.6698564593301436,271,147,175,158,18.65475810617763,54,0.2320675105485232,-25.0,6460,6970,80.91246958839567,73.70518200060714,31.555555555555557,47.333333333333336,Medium,6.5696465696465705,0.95,Slow
Sandslash,Ground,,1.0,75,100,110,45,55,65,450,1.0,29.5,https://img.pokemondb.net/sprites/home/normal/2x/sandslash.jpg,0.9090909090909091,0.8181818181818182,0.8441558441558441,285,100,145,165,25.495097567963924,65,0.24444444444444444,-10.0,8250,4125,76.84321840476287,66.38071971308862,29.5,29.5,Medium,6.596409863558251,0.9745762711864406,Average
Florges,Fairy,,6.0,78,65,68,112,154,75,552,1.1,10.0,https://img.pokemondb.net/sprites/home/normal/2x/florges.jpg,0.9558823529411765,0.7272727272727273,0.7861635220125786,211,266,177,222,34.739027044521556,89,0.27898550724637683,-42.0,5304,12012,93.47771304810594,81.7330202556311,8.264462809917354,9.09090909090909,Medium,7.650727650727652,0.8666666666666667,Average
Seel,Water,,1.0,65,45,55,45,70,45,325,1.1,90.0,https://img.pokemondb.net/sprites/home/normal/2x/seel.jpg,0.8181818181818182,0.6428571428571429,0.8035714285714286,165,115,90,125,11.14300976696452,25,0.2153846153846154,-5.0,3575,4550,63.017044183233224,44.99999999999999,74.38016528925618,81.81818181818181,Medium,4.764073790347626,0.8728813559322034,Slow
Drifloon,Ghost,Flying,4.0,90,50,34,60,44,70,348,0.4,1.2,https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg,1.4705882352941178,1.3636363636363635,1.2589928057553956,174,104,110,78,20.039960079800558,56,0.25862068965517243,-20.0,3060,3960,51.253638448804175,59.43921952763129,7.499999999999998,2.9999999999999996,Small,4.7124999999999995,0.989010989010989,Average
Sandaconda,Ground,,8.0,72,107,125,65,70,71,510,3.8,65.5,https://img.pokemondb.net/sprites/home/normal/2x/sandaconda.jpg,0.856,0.9285714285714286,0.8086560364464693,304,135,172,195,24.795160818191924,60,0.24509803921568626,-18.0,9000,5040,85.72618882313394,79.04089107774448,4.53601108033241,17.236842105263158,Large,6.941963644717571,0.9746835443037974,Average
Stakataka,Rock,Steel,7.0,61,131,211,53,101,13,570,5.5,820.0,https://img.pokemondb.net/sprites/home/normal/2x/stakataka.jpg,0.6208530805687204,0.5247524752475248,0.11669658886894074,403,154,184,312,69.90278964390477,198,0.3701754385964912,-80.0,12871,6161,109.13847675152182,44.85699458443461,27.107438016528924,149.0909090909091,Large,7.629420641690177,0.9852941176470589,Very Slow
Victreebel,Grass,Poison,1.0,80,105,65,100,70,70,490,1.7,15.5,https://img.pokemondb.net/sprites/home/normal/2x/victreebel.jpg,1.6153846153846154,1.4285714285714286,0.8333333333333334,250,170,205,135,16.931233465600393,40,0.21428571428571427,-5.0,5200,5600,71.40036981921556,90.24623925725083,5.363321799307959,9.117647058823529,Medium,7.182757406985652,0.9322033898305084,Average
Clodsire,Poison,Ground,9.0,130,75,60,45,100,20,430,1.8,223.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png,1.25,0.45,0.24390243902439024,265,145,120,160,39.327683210007,110,0.3023255813953488,-30.0,7800,13000,92.05164082515886,40.71626424892359,68.82716049382715,123.88888888888889,Large,5.6043255495478475,0.9891304347826086,Very Slow
Nymble,Bug,,9.0,33,46,40,21,25,45,210,0.2,1.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/nymble.png,1.15,0.84,1.3636363636363635,119,46,67,65,10.449880382090505,25,0.21904761904761905,-1.0,1320,825,32.075343299958256,35.161161536019634,24.999999999999996,5.0,Small,2.7369961986163904,0.967391304347826,Slow
Alcremie,Fairy,,8.0,65,60,75,110,121,64,495,0.3,0.5,https://img.pokemondb.net/sprites/home/normal/2x/alcremie.jpg,0.8,0.9090909090909091,0.7424593967517401,200,231,170,196,26.265947536687115,61,0.24444444444444444,-11.0,4875,7865,83.86614167846837,75.03109821467612,5.555555555555555,1.6666666666666667,Small,6.737788243402348,0.9620253164556962,Average
Horsea,Water,,1.0,30,40,70,70,25,60,295,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/horsea.jpg,0.5714285714285714,2.8,1.2765957446808511,140,95,110,95,20.103896803024696,45,0.23728813559322035,0.0,2100,750,37.44436193609253,55.178483527622404,49.99999999999999,20.0,Small,4.324313132777076,0.8728813559322034,Average
Victini,Psychic,Fire,5.0,100,100,100,100,100,100,600,0.4,4.0,https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg,1.0,1.0,1.0,300,200,200,200,0.0,0,0.16666666666666666,0.0,10000,10000,99.99999999999997,99.99999999999997,24.999999999999996,10.0,Small,8.48841514507863,0.9917355371900827,Very Fast
Aegislash,Steel,Ghost,6.0,60,50,140,50,140,60,500,1.7,53.0,https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg,0.35714285714285715,0.35714285714285715,0.6818181818181818,250,190,100,280,44.12104562073146,90,0.28,0.0,8400,8400,105.5526417580815,53.13292845913054,18.339100346020764,31.176470588235293,Medium,6.930006930006931,0.95,Average
Chespin,Grass,,6.0,56,61,65,48,45,38,313,0.4,9.0,https://img.pokemondb.net/sprites/home/normal/2x/chespin.jpg,0.9384615384615385,1.0666666666666667,0.6909090909090909,182,93,109,110,10.264826674945207,27,0.20766773162939298,-4.0,3640,2520,54.71477686885285,48.097025964287965,56.249999999999986,22.5,Small,4.338184338184338,0.9833333333333333,Very Slow
Kingler,Water,,1.0,55,130,115,50,50,75,475,1.3,60.0,https://img.pokemondb.net/sprites/home/normal/2x/kingler.jpg,1.1304347826086956,1.0,0.9375,300,100,180,165,35.13070831433187,80,0.2736842105263158,-15.0,6325,2750,68.13080359052978,78.70304583157215,35.50295857988165,46.15384615384615,Medium,6.962877078200377,0.8728813559322034,Average
Krookodile,Ground,Dark,5.0,95,117,80,65,70,92,519,1.5,96.3,https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg,1.4625,0.9285714285714286,1.0772833723653394,292,135,182,150,19.023669467271553,52,0.2254335260115607,-22.0,7600,6650,81.02839019043891,88.77602225755591,42.8,64.2,Medium,7.342479100493015,0.9834710743801653,Fast
Gourgeist,Ghost,Grass,6.0,65,90,122,58,75,84,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg,0.7377049180327869,0.7733333333333333,1.024390243902439,277,133,148,197,22.721502297750177,64,0.24696356275303644,-32.0,7930,4875,84.09654432430445,75.9713650203214,15.432098765432098,13.88888888888889,Small,6.846846846846848,0.95,Fast
Carvanha,Water,Dark,3.0,45,90,20,65,20,65,305,0.8,20.8,https://img.pokemondb.net/sprites/home/normal/2x/carvanha.jpg,4.5,3.25,1.3541666666666667,155,85,155,40,27.823850680067032,70,0.29508196721311475,-25.0,900,900,26.207413942088962,72.44744506733898,32.49999999999999,26.0,Medium,4.48347943358058,0.981651376146789,Average
Piloswine,Ice,Ground,2.0,100,100,80,60,60,50,450,1.1,55.8,https://img.pokemondb.net/sprites/home/normal/2x/piloswine.jpg,1.25,1.0,0.625,280,120,160,140,21.6794833886788,50,0.2222222222222222,0.0,8000,6000,78.29735282337725,66.94329500821694,46.115702479338836,50.72727272727272,Medium,6.6520445873268645,0.975609756097561,Slow
Shedinja,Bug,Ghost,3.0,1,90,45,30,30,40,236,0.8,1.2,https://img.pokemondb.net/sprites/home/normal/2x/shedinja.jpg,2.0,1.0,1.0204081632653061,136,60,120,75,29.131884021921184,89,0.3813559322033898,-45.0,45,30,11.052094495921159,47.62203155904597,1.8749999999999996,1.4999999999999998,Small,3.4691840863115306,0.9908256880733946,Slow
Tarountula,Bug,,9.0,35,41,45,29,40,20,210,0.3,4.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tarountula.png,0.9111111111111111,0.725,0.5263157894736842,121,69,70,85,9.186947262284681,25,0.21428571428571427,-4.0,1575,1400,39.79057207896391,28.756583243540845,44.44444444444444,13.333333333333334,Small,2.7369961986163904,0.967391304347826,Very Slow
Hoppip,Grass,Flying,2.0,35,35,40,35,55,50,250,0.4,0.5,https://img.pokemondb.net/sprites/home/normal/2x/hoppip.jpg,0.875,0.6363636363636364,1.25,110,90,70,95,8.755950357709132,20,0.22,-5.0,1400,1925,42.543208651150046,39.41867581552621,3.1249999999999996,1.25,Small,3.6955803262927023,0.9634146341463414,Slow
Reuniclus,Psychic,,5.0,110,65,75,125,85,30,490,1.0,20.1,https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg,0.8666666666666667,1.4705882352941178,0.32608695652173914,250,210,190,160,33.71448748930742,95,0.25510204081632654,-15.0,8250,9350,88.84322017492387,62.46664887306953,20.1,20.1,Medium,6.932205701814214,0.9338842975206612,Very Slow
Dragapult,Dragon,Ghost,8.0,88,120,75,100,75,142,600,3.0,50.0,https://img.pokemondb.net/sprites/home/normal/2x/dragapult.jpg,1.6,1.3333333333333333,1.5502183406113539,283,175,220,150,26.67583175835385,67,0.23666666666666666,-22.0,6600,6600,79.104598934652,119.44185239652796,5.555555555555555,16.666666666666668,Large,8.167016052608908,0.9620253164556962,Very Fast
Garchomp,Dragon,Ground,4.0,108,130,95,80,85,102,600,1.9,95.0,https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg,1.368421052631579,0.9411764705882353,1.0240963855421688,333,165,210,180,17.988885457415087,50,0.21666666666666667,-22.0,10260,9180,95.54077551182503,101.98692642897753,26.315789473684212,50.0,Medium,8.125,0.967032967032967,Very Fast
Tadbulb,Electric,,9.0,61,31,41,59,35,45,272,0.3,0.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png,0.7560975609756098,1.6857142857142857,0.9911894273127754,133,94,90,76,12.355835328567093,30,0.22426470588235295,-2.0,2501,2135,44.40111865806898,43.49861271834215,4.444444444444445,1.3333333333333335,Small,3.5450617429698013,0.967391304347826,Slow
Azumarill,Water,Fairy,2.0,100,50,80,60,80,50,420,0.8,28.5,https://img.pokemondb.net/sprites/home/normal/2x/azumarill.jpg,0.625,0.75,0.6756756756756757,230,140,110,160,20.0,50,0.23809523809523808,-20.0,8000,8000,86.17738760127533,53.13292845913054,44.53124999999999,35.625,Medium,6.20857494817174,0.975609756097561,Slow
Servine,Grass,,5.0,60,60,75,60,75,83,413,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/servine.jpg,0.8,0.8,1.2575757575757576,195,135,120,150,10.107752800037536,23,0.2009685230024213,-8.0,4500,4500,69.62383250419167,66.85391800606241,24.999999999999996,20.0,Small,5.842859091529124,0.9421487603305785,Fast
Vanilluxe,Ice,,5.0,71,95,85,110,95,79,535,1.3,57.5,https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg,1.1176470588235294,1.1578947368421053,0.8662280701754386,251,205,205,180,13.804588609106274,39,0.205607476635514,-15.0,6035,6745,83.07435153044,93.80971011023681,34.02366863905325,44.230769230769226,Medium,7.568836837695112,0.9586776859504132,Average
Lunatone,Rock,Psychic,3.0,90,55,65,95,85,70,460,1.0,168.0,https://img.pokemondb.net/sprites/home/normal/2x/lunatone.jpg,0.8461538461538461,1.1176470588235294,0.8974358974358975,210,180,150,150,15.705625319186328,40,0.20652173913043478,-5.0,5850,7650,79.22427324561092,71.51461060574168,168.0,168.0,Large,6.761968981793662,0.981651376146789,Average
Doublade,Steel,Ghost,6.0,59,110,150,45,49,35,448,0.8,4.5,https://img.pokemondb.net/sprites/home/normal/2x/doublade.jpg,0.7333333333333333,0.9183673469387755,0.42372881355932207,319,94,155,199,45.34607664028573,115,0.33482142857142855,-40.0,8850,2891,75.69138468929442,55.747373977267486,7.031249999999998,5.625,Small,6.20928620928621,0.95,Very Slow
Octillery,Water,,2.0,75,105,75,105,75,45,480,0.9,28.5,https://img.pokemondb.net/sprites/home/normal/2x/octillery.jpg,1.4,1.4,0.5172413793103449,255,180,210,150,22.58317958127243,60,0.21875,0.0,5625,5625,74.99999999999999,79.16448131856113,35.18518518518518,31.666666666666664,Medium,7.095514226481988,0.926829268292683,Slow
Tyrogue,Fighting,,2.0,35,35,35,35,35,35,210,0.7,21.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrogue.jpg,1.0,1.0,1.0,105,70,70,70,0.0,0,0.16666666666666666,0.0,1225,1225,34.99999999999999,34.99999999999999,42.85714285714286,30.000000000000004,Medium,3.10428747408587,0.975609756097561,Very Slow
Basculegion,Water,Ghost,8.0,120,112,65,80,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg,1.7230769230769232,1.0666666666666667,0.8628318584070795,297,155,192,140,22.187083329420897,55,0.22641509433962265,-8.0,7800,9000,83.63446607369193,88.74302001575737,12.222222222222221,36.666666666666664,Large,7.214197513137868,0.9873417721518988,Average
Minun,Electric,,3.0,60,40,50,75,85,95,405,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/minun.jpg,0.8,0.8823529411764706,1.532258064516129,150,160,115,135,21.15419580130618,55,0.2345679012345679,-10.0,3000,5100,63.41325705384996,65.80844365241393,26.249999999999996,10.5,Small,5.953472690492245,0.963302752293578,Fast
Machamp,Fighting,,1.0,90,130,80,65,85,55,505,1.6,130.0,https://img.pokemondb.net/sprites/home/normal/2x/machamp.jpg,1.625,0.7647058823529411,0.6111111111111112,300,150,195,165,25.964719653149864,75,0.25742574257425743,-40.0,7200,7650,84.90184748775545,77.45922239132553,50.78124999999999,81.25,Large,7.402637735770926,0.9576271186440678,Slow
Petilil,Grass,,5.0,45,35,50,70,50,30,280,0.5,6.6,https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg,0.7,1.4,0.6,130,120,105,100,14.023789311975086,40,0.25,-20.0,2250,2250,48.274469230281476,41.88859364120027,26.4,13.2,Small,3.961260401036694,0.9421487603305785,Very Slow
Shaymin,Grass,,4.0,100,100,100,100,100,100,600,0.2,2.1,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg,1.0,1.0,1.0,300,200,200,200,0.0,0,0.16666666666666666,0.0,10000,10000,99.99999999999997,99.99999999999997,52.49999999999999,10.5,Small,8.125,0.9230769230769231,Very Fast
Chandelure,Ghost,Fire,5.0,60,55,90,145,90,80,520,1.0,34.3,https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg,0.6111111111111112,1.6111111111111112,0.9090909090909091,205,235,200,180,32.19730837611533,90,0.27884615384615385,-55.0,5400,5400,78.62224182626687,86.08752581806053,34.3,34.3,Medium,7.356626459068146,0.9834710743801653,Fast
Maractus,Grass,,5.0,75,86,67,106,67,60,461,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,1.2835820895522387,1.5820895522388059,0.7481296758104737,228,173,192,134,16.82161308158842,46,0.2299349240780911,-20.0,5025,5025,69.5670556862496,81.7808943449236,28.0,28.0,Medium,6.521932303135413,0.9421487603305785,Average
Starmie,Water,Psychic,1.0,60,75,85,100,85,115,520,1.1,80.0,https://img.pokemondb.net/sprites/home/normal/2x/starmie.jpg,0.8823529411764706,1.1764705882352942,1.4197530864197532,220,185,175,170,19.148542155126762,55,0.22115384615384615,-15.0,5100,5100,75.68265643913756,95.18891309816513,66.11570247933884,72.72727272727272,Medium,7.622518064556202,0.9745762711864406,Very Fast
Electrike,Electric,,3.0,40,45,40,65,40,65,295,0.6,15.2,https://img.pokemondb.net/sprites/home/normal/2x/electrike.jpg,1.125,1.625,1.4130434782608696,125,105,110,80,12.41638702145945,25,0.22033898305084745,0.0,1600,1600,39.99999999999999,57.50157525615112,42.22222222222222,25.333333333333332,Small,4.336480107889414,0.963302752293578,Average
Slowbro,Water,Psychic,1.0,95,75,110,100,80,30,490,1.6,78.5,https://img.pokemondb.net/sprites/home/normal/2x/slowbro.jpg,0.6818181818181818,1.25,0.32608695652173914,280,180,175,190,28.401877872187722,80,0.22448979591836735,-10.0,10450,7600,94.20387318546838,60.822019955733985,30.664062499999993,49.0625,Medium,7.182757406985652,0.9745762711864406,Very Slow
Inteleon,Water,,8.0,70,85,65,125,65,120,530,1.9,45.2,https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg,1.3076923076923077,1.9230769230769231,1.4634146341463414,220,190,210,130,27.507574714370346,60,0.2358490566037736,-5.0,4550,4550,66.6256692377749,108.43514426250981,12.5207756232687,23.789473684210527,Medium,7.214197513137868,0.9367088607594937,Very Fast
Vespiquen,Bug,Flying,4.0,70,80,102,80,102,40,474,1.2,38.5,https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg,0.7843137254901961,0.7843137254901961,0.4608294930875576,252,182,160,204,23.073794659743335,62,0.21518987341772153,0.0,7140,7140,89.97036061040392,63.49604207872797,26.73611111111111,32.083333333333336,Medium,6.418749999999999,0.9560439560439561,Slow
Sudowoodo,Rock,,2.0,70,100,115,30,65,30,410,1.2,38.0,https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg,0.8695652173913043,0.46153846153846156,0.39473684210526316,285,95,130,180,35.02380143083653,85,0.2804878048780488,-15.0,8050,4550,80.5816975972423,44.81404746557164,26.38888888888889,31.666666666666668,Medium,6.060751735120032,0.9878048780487805,Very Slow
Impidimp,Dark,Fairy,8.0,45,45,30,55,40,50,265,0.4,5.5,https://img.pokemondb.net/sprites/home/normal/2x/impidimp.jpg,1.5,1.375,1.1627906976744187,120,95,100,70,8.612007121842542,25,0.20754716981132076,-5.0,1350,1800,37.797631496846186,49.83277467062981,34.37499999999999,13.75,Small,3.607098756568934,0.9620253164556962,Slow
Braixen,Fire,,6.0,59,59,58,90,70,73,409,1.0,14.5,https://img.pokemondb.net/sprites/home/normal/2x/braixen.jpg,1.0172413793103448,1.2857142857142858,1.0863095238095237,176,160,149,128,12.44856082712643,32,0.2200488997555012,-17.0,3422,4130,62.10492119942548,72.91313869551993,14.5,14.5,Medium,5.668745668745669,0.9833333333333333,Average
Corvisquire,Flying,,8.0,68,67,55,43,55,77,365,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg,1.2181818181818183,0.7818181818181819,1.3368055555555556,190,98,110,110,12.139467313958495,34,0.21095890410958903,-9.0,3740,3740,59.03072229320179,60.53566642256881,24.999999999999996,20.0,Small,4.968268098670419,0.9873417721518988,Average
Cosmoem,Psychic,,7.0,43,29,131,29,131,37,400,0.1,999.9,https://img.pokemondb.net/sprites/home/normal/2x/cosmoem.jpg,0.22137404580152673,0.22137404580152673,0.509641873278237,203,160,58,262,50.110544465877304,102,0.3275,0.0,5633,5633,90.36571356199907,31.453277503748488,99989.99999999999,9999.0,Large,5.353979397677318,0.9705882352941176,Very Slow
Slowking,Water,Psychic,2.0,95,75,80,100,110,30,490,2.0,79.5,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,0.9375,0.9090909090909091,0.32608695652173914,250,210,175,190,28.401877872187722,80,0.22448979591836735,-10.0,7600,10450,94.20387318546838,60.822019955733985,19.875,39.75,Medium,7.243337439533697,0.9878048780487805,Very Slow
