Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Taillow,Normal,Flying,3.0,40,55,30,30,30,85,270,0.3,2.3,https://img.pokemondb.net/sprites/home/normal/2x/taillow.jpg,0.001953125,0.034131903,0.7710571,0.0,0.11111111110655364,0.11840597458808734,0.3281378178700518,0.005332239540388342,1.5729089,3.2703638,33.207394,0.0
Steenee,Grass,,7.0,52,40,48,40,48,62,290,0.7,8.2,https://img.pokemondb.net/sprites/home/normal/2x/steenee.jpg,0.001953125,0.034659818,0.7819977,0.0,0.11111111110548809,0.11794915007046057,0.34311740888951836,0.010627530363834639,1.3830264,3.1157372,36.22791,0.0
Rhydon,Ground,Rock,1.0,105,130,120,45,45,40,485,1.9,120.0,https://img.pokemondb.net/sprites/home/normal/2x/rhydon.jpg,0.001953125,0.030661168,0.68927,0.0,0.11111111110606062,0.10213090303143087,0.2840909090779959,0.009999999999545456,1.7365314,3.26543,33.263317,0.0
Porygon2,Normal,,2.0,85,80,90,105,95,60,515,0.6,32.5,https://img.pokemondb.net/sprites/home/normal/2x/porygon2.jpg,0.001953125,0.029168509,0.65242004,0.0,0.11111111110680114,0.11708770433794971,0.3479441427328183,0.00892164468545688,1.6848495,4.364919,47.833534,0.0
Klink,Steel,,5.0,40,55,70,45,60,30,300,0.3,21.0,https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg,0.001953125,0.035404067,0.7991791,0.0,0.11111111110648919,0.11123370524887324,0.36231281196496207,0.01164725457522266,1.603591,3.9084685,43.008663,0.0
Cherrim,Grass,,4.0,70,60,70,87,78,85,450,0.5,9.3,https://img.pokemondb.net/sprites/home/normal/2x/cherrim.jpg,0.001953125,0.030543743,0.685318,0.0,0.1111111111051915,0.13063264595672325,0.41236014915224506,0.007458710708180143,1.0022146,2.4479313,32.249447,0.0
Poochyena,Dark,,3.0,35,55,35,30,30,35,220,0.5,13.6,https://img.pokemondb.net/sprites/home/normal/2x/poochyena.jpg,0.001953125,0.033317838,0.7516937,0.0,0.11111111110589462,0.11142475953634608,0.3201877934121978,0.006103286384689987,1.465342,3.1652725,30.162231,0.0
Drowzee,Psychic,,1.0,60,48,45,43,90,42,328,1.0,32.4,https://img.pokemondb.net/sprites/home/normal/2x/drowzee.jpg,0.001953125,0.028294181,0.6198578,0.0,0.11111111110721385,0.11606879431598721,0.34058225182951307,0.008067344791018333,1.984089,3.9224446,44.64211,0.0
Smeargle,Normal,,2.0,55,20,35,20,45,75,250,1.2,58.0,https://img.pokemondb.net/sprites/home/normal/2x/smeargle.jpg,0.001953125,0.032845978,0.7399292,0.0,0.11111111110565111,0.10220223096133968,0.3012285012136988,0.013267813267161286,1.852348,3.7642395,42.576485,0.0
Heatran,Fire,Steel,4.0,91,90,106,130,106,77,600,1.7,430.0,https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg,0.001953125,0.032852765,0.7416687,0.0,0.11111111110621853,0.10261886565201173,0.2994275649361767,0.01717305151839837,2.0419073,4.4593077,40.742573,0.0
Tentacool,Water,Poison,1.0,40,40,35,50,100,70,335,0.9,45.5,https://img.pokemondb.net/sprites/home/normal/2x/tentacool.jpg,0.001953125,0.033176277,0.74938965,0.0,0.11111111110453259,0.10679427719157118,0.3084665482351411,0.009473060982269209,1.5179768,3.6121855,46.403873,0.0
Gible,Dragon,Ground,4.0,58,70,45,40,45,42,300,0.7,20.5,https://img.pokemondb.net/sprites/home/normal/2x/gible.jpg,0.001953125,0.025984118,0.5727539,0.0,0.1111111111063115,0.10689392515988233,0.28725701942603643,0.0060475161984428726,1.8675071,3.6833658,40.848026,0.0
Trevenant,Ghost,Grass,6.0,85,110,76,65,82,56,474,1.5,71.0,https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg,0.001953125,0.031369355,0.7059479,0.0,0.11111111110795276,0.1006159372882091,0.309550881173691,0.013644115974597951,1.6976568,3.143587,25.235165,0.0
Sandslash,Ground,,1.0,75,100,110,45,55,65,450,1.0,29.5,https://img.pokemondb.net/sprites/home/normal/2x/sandslash.jpg,0.001953125,0.028804453,0.64611816,0.0,0.11111111110768705,0.1154828110152558,0.3756548536093789,0.011402157164517654,1.7932693,3.8214126,39.783653,0.0
Florges,Fairy,,6.0,78,65,68,112,154,75,552,1.1,10.0,https://img.pokemondb.net/sprites/home/normal/2x/florges.jpg,0.001953125,0.03173454,0.715744,0.0,0.11111111110769757,0.11202949378506896,0.3572964669629095,0.012596006144006267,0.98911434,2.9282048,41.629684,0.0
Seel,Water,,1.0,65,45,55,45,70,45,325,1.1,90.0,https://img.pokemondb.net/sprites/home/normal/2x/seel.jpg,0.001953125,0.03760198,0.8497925,0.0,0.11111111110266159,0.13357861482461453,0.4387832699286096,0.006083650189651433,1.2750572,2.6175604,31.261583,0.0
Drifloon,Ghost,Flying,4.0,90,50,34,60,44,70,348,0.4,1.2,https://img.pokemondb.net/sprites/home/normal/2x/drifloon.jpg,0.001953125,0.038708977,0.87615967,0.0,0.11111111110232068,0.10696490628980485,0.3101265822539457,0.006329113923549912,1.0641778,3.0153918,32.185997,0.0
Sandaconda,Ground,,8.0,72,107,125,65,70,71,510,3.8,65.5,https://img.pokemondb.net/sprites/home/normal/2x/sandaconda.jpg,0.001953125,0.029084666,0.653656,0.0,0.11111111110743194,0.11956471356710367,0.3807947019741459,0.0129139072843406,1.4544579,3.4858992,32.389797,0.0
Stakataka,Rock,Steel,7.0,61,131,211,53,101,13,570,5.5,820.0,https://img.pokemondb.net/sprites/home/normal/2x/stakataka.jpg,0.001953125,0.024795877,0.5373993,0.0,0.11111111110830031,0.11234253107536753,0.3566911206588239,0.007842145205974142,2.0310616,4.1815314,44.220413,0.0
Victreebel,Grass,Poison,1.0,80,105,65,100,70,70,490,1.7,15.5,https://img.pokemondb.net/sprites/home/normal/2x/victreebel.jpg,0.001953125,0.026064673,0.58055115,0.0,0.11111111110725577,0.10808647694205849,0.29875086744279145,0.012838306730991038,1.8337047,3.4971642,38.79254,0.0
Clodsire,Poison,Ground,9.0,130,75,60,45,100,20,430,1.8,223.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/clodsire.png,0.001953125,0.03920548,0.8870239,0.0,0.11111111107114308,0.14747172410536866,0.48561151061668645,0.003597122300864344,0.6107025,1.6760217,21.129591,0.0
Nymble,Bug,,9.0,33,46,40,21,25,45,210,0.2,1.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/nymble.png,0.001953125,0.041384716,0.9371338,0.0,0.11111111107561236,0.12152505930329256,0.3769968049913748,0.0,0.68794906,1.8360164,21.175816,0.0
Alcremie,Fairy,,8.0,65,60,75,110,121,64,495,0.3,0.5,https://img.pokemondb.net/sprites/home/normal/2x/alcremie.jpg,0.001953125,0.03237265,0.71403503,0.0,0.1111111111049107,0.129543488772582,0.43247767854729474,0.005022321428291165,1.3127902,3.1608722,33.50444,0.0
Horsea,Water,,1.0,30,40,70,70,25,60,295,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/horsea.jpg,0.001953125,0.032390606,0.72909546,0.0,0.11111111110557768,0.1019173693897877,0.2803784860418138,0.00846613545774571,2.1966963,4.835466,51.79837,0.0
Victini,Psychic,Fire,5.0,100,100,100,100,100,100,600,0.4,4.0,https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg,0.001953125,0.036529135,0.8265991,0.0,0.11111111110414489,0.11089472940312015,0.3705329153372706,0.0125391849521919,1.644721,3.732098,33.763416,0.0
Aegislash,Steel,Ghost,6.0,60,50,140,50,140,60,500,1.7,53.0,https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg,0.001953125,0.033450827,0.75694275,0.0,0.111111111107005,0.11430909165451993,0.3861788617743467,0.015890613451001828,1.9049745,3.8520715,40.817337,0.0
Chespin,Grass,,6.0,56,61,65,48,45,38,313,0.4,9.0,https://img.pokemondb.net/sprites/home/normal/2x/chespin.jpg,0.001953125,0.034549348,0.7817383,0.0,0.11111111110613078,0.10612483535330144,0.3352756611234749,0.015239802778339768,1.073062,2.8022633,33.106304,0.0
Kingler,Water,,1.0,55,130,115,50,50,75,475,1.3,60.0,https://img.pokemondb.net/sprites/home/normal/2x/kingler.jpg,0.001953125,0.03437367,0.7751465,0.0,0.11111111110596708,0.10234309144567141,0.2796296296166838,0.013425925925304356,1.5324327,3.1770399,31.325922,0.0
Krookodile,Ground,Dark,5.0,95,117,80,65,70,92,519,1.5,96.3,https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg,0.001953125,0.027526805,0.6182251,0.0,0.11111111110786037,0.1120610704795402,0.3224107665207019,0.01375073142148184,1.6447027,3.8173208,43.93643,0.0
Gourgeist,Ghost,Grass,6.0,65,90,122,58,75,84,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg,0.001953125,0.033892225,0.7664337,0.0,0.1111111111060652,0.10587405873207202,0.31471389644347353,0.013169845594315631,1.6320034,3.1869142,39.991257,0.0
Carvanha,Water,Dark,3.0,45,90,20,65,20,65,305,0.8,20.8,https://img.pokemondb.net/sprites/home/normal/2x/carvanha.jpg,0.001953125,0.033490647,0.7559509,0.0,0.1111111111059671,0.1046419199550567,0.30648148146729254,0.014351851851187414,1.3474874,3.117626,32.043797,0.0
Piloswine,Ice,Ground,2.0,100,100,80,60,60,50,450,1.1,55.8,https://img.pokemondb.net/sprites/home/normal/2x/piloswine.jpg,0.001953125,0.024902059,0.52453613,0.0,0.11111111110599313,0.12568723699145276,0.40718562872375935,0.008291110087135371,1.1525394,2.427381,26.325657,0.0
Shedinja,Bug,Ghost,3.0,1,90,45,30,30,40,236,0.8,1.2,https://img.pokemondb.net/sprites/home/normal/2x/shedinja.jpg,0.001953125,0.028198635,0.6276703,0.0,0.11111111110672803,0.11175047228937818,0.3360946745429549,0.009467455620928307,1.9392339,3.7753017,41.796238,0.0
Tarountula,Bug,,9.0,35,41,45,29,40,20,210,0.3,4.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tarountula.png,0.001953125,0.040171023,0.90911865,0.0,0.11111111108326371,0.12760368574995748,0.41854636580988813,0.0,0.7626871,1.8497986,24.39301,0.0
Hoppip,Grass,Flying,2.0,35,35,40,35,55,50,250,0.4,0.5,https://img.pokemondb.net/sprites/home/normal/2x/hoppip.jpg,0.001953125,0.03448959,0.7787628,0.0,0.11111111110496899,0.11193662074641733,0.3349917081075184,0.007186290767983068,1.13895,2.766792,38.833836,0.0
Reuniclus,Psychic,,5.0,110,65,75,125,85,30,490,1.0,20.1,https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg,0.001953125,0.03738626,0.84436035,0.0,0.11111111110227172,0.1176689597945606,0.324582338876326,0.0015910898964525784,0.6727435,2.1041658,32.337723,0.0
Dragapult,Dragon,Ghost,8.0,88,120,75,100,75,142,600,3.0,50.0,https://img.pokemondb.net/sprites/home/normal/2x/dragapult.jpg,0.001953125,0.028284615,0.6348877,0.0,0.11111111110731114,0.10922700463623326,0.3519151846664872,0.008891928864264983,1.5947146,3.371865,42.634163,0.0
Garchomp,Dragon,Ground,4.0,108,130,95,80,85,102,600,1.9,95.0,https://img.pokemondb.net/sprites/home/normal/2x/garchomp.jpg,0.001953125,0.031966597,0.71409607,0.0,0.11111111110744408,0.11045268867929033,0.3102310230920716,0.008250825082235947,1.8432517,3.4864345,34.309196,0.0
Tadbulb,Electric,,9.0,61,31,41,59,35,45,272,0.3,0.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png,0.001953125,0.041710258,0.9446869,0.0,0.11111111105006105,0.15239543143149203,0.5164835161997343,0.0,1.1311541,3.0306249,25.52825,0.0
Azumarill,Water,Fairy,2.0,100,50,80,60,80,50,420,0.8,28.5,https://img.pokemondb.net/sprites/home/normal/2x/azumarill.jpg,0.001953125,0.02965331,0.66348267,0.0,0.11111111110743438,0.1069362640415053,0.3229649238807755,0.0072799470546896115,2.132885,4.702627,42.846306,0.0
Servine,Grass,,5.0,60,60,75,60,75,83,413,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/servine.jpg,0.001953125,0.035922963,0.81269836,0.0,0.11111111110609709,0.10730245619945794,0.30505415161078275,0.011732851985030107,1.1107974,2.5771604,33.554188,0.0
Vanilluxe,Ice,,5.0,71,95,85,110,95,79,535,1.3,57.5,https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg,0.001953125,0.033258755,0.74823,0.0,0.11111111110752574,0.10939493798137476,0.31945788963151156,0.009680542110045804,1.662072,3.3959527,40.223778,0.0
Lunatone,Rock,Psychic,3.0,90,55,65,95,85,70,460,1.0,168.0,https://img.pokemondb.net/sprites/home/normal/2x/lunatone.jpg,0.001953125,0.024902126,0.5457916,0.0,0.11111111110740864,0.12367281388239071,0.3445518160498317,0.00499833388853721,1.8589003,3.7876785,39.71339,0.0
Doublade,Steel,Ghost,6.0,59,110,150,45,49,35,448,0.8,4.5,https://img.pokemondb.net/sprites/home/normal/2x/doublade.jpg,0.001953125,0.032158528,0.7264404,0.0,0.11111111110772565,0.1170227209795689,0.381474710530729,0.013406459475520828,1.3103212,3.1297805,42.59704,0.0
Octillery,Water,,2.0,75,105,75,105,75,45,480,0.9,28.5,https://img.pokemondb.net/sprites/home/normal/2x/octillery.jpg,0.001953125,0.030541554,0.67396545,0.0,0.11111111110692456,0.10629218099099765,0.29351921626625777,0.009419743782614178,1.5127363,3.3728168,33.186024,0.0
Tyrogue,Fighting,,2.0,35,35,35,35,35,35,210,0.7,21.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrogue.jpg,0.001953125,0.034619413,0.77975464,0.0,0.11111111110584769,0.10770680445072327,0.31880625294558,0.013263855991792334,1.7164111,3.395778,38.220734,0.0
Basculegion,Water,Ghost,8.0,120,112,65,80,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg,0.001953125,0.03575939,0.8082886,0.0,0.11111111110570689,0.10158996627987114,0.30447470815639716,0.008268482489870211,1.0305641,2.319742,26.30021,0.0
Minun,Electric,,3.0,60,40,50,75,85,95,405,0.4,4.2,https://img.pokemondb.net/sprites/home/normal/2x/minun.jpg,0.001953125,0.036336187,0.82058716,0.0,0.1111111111034851,0.1094759725334534,0.3452299244787076,0.008236101578020858,1.2666547,3.383968,40.35669,0.0
Machamp,Fighting,,1.0,90,130,80,65,85,55,505,1.6,130.0,https://img.pokemondb.net/sprites/home/normal/2x/machamp.jpg,0.001953125,0.029495854,0.65693665,0.0,0.1111111111069698,0.1230964285519064,0.4055162131790713,0.0055907566155202855,1.7770556,3.9561865,45.46716,0.0
Petilil,Grass,,5.0,45,35,50,70,50,30,280,0.5,6.6,https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg,0.001953125,0.035991322,0.8125458,0.0,0.1111111111041449,0.1096749790324099,0.3040752350906536,0.01128526645697271,0.8920324,2.8569162,36.709442,0.0
Shaymin,Grass,,4.0,100,100,100,100,100,100,600,0.2,2.1,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg,0.001953125,0.030074153,0.676651,0.0,0.11111111110691349,0.11602190612563473,0.3418964865756745,0.007933509633247696,0.78374803,2.4815142,30.96729,0.0
Chandelure,Ghost,Fire,5.0,60,55,90,145,90,80,520,1.0,34.3,https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg,0.001953125,0.031700417,0.71328735,0.0,0.11111111110740618,0.10758863806685008,0.3264421473715758,0.011003667888929522,1.3120745,3.3462362,35.013283,0.0
Maractus,Grass,,5.0,75,86,67,106,67,60,461,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,0.001953125,0.031855587,0.72006226,0.0,0.11111111110713148,0.1069590799948056,0.3348853868074898,0.008954154727472989,1.0608102,3.0634868,32.479332,0.0
Starmie,Water,Psychic,1.0,60,75,85,100,85,115,520,1.1,80.0,https://img.pokemondb.net/sprites/home/normal/2x/starmie.jpg,0.001953125,0.027256712,0.5961304,0.0,0.1111111111074836,0.10689471841621495,0.29774730655247317,0.008814887365040325,1.7031674,4.151662,37.248535,0.0
Electrike,Electric,,3.0,40,45,40,65,40,65,295,0.6,15.2,https://img.pokemondb.net/sprites/home/normal/2x/electrike.jpg,0.001953125,0.029947583,0.6707306,0.0,0.11111111110428191,0.10940602738499049,0.3005531653164995,0.008604794099040886,1.3964679,2.9036112,33.300556,0.0
Slowbro,Water,Psychic,1.0,95,75,110,100,80,30,490,1.6,78.5,https://img.pokemondb.net/sprites/home/normal/2x/slowbro.jpg,0.001953125,0.025491469,0.5662842,0.0,0.11111111110743072,0.11157356270155909,0.33090427292709823,0.009274594236194946,2.2657838,3.7073066,33.909348,0.0
Inteleon,Water,,8.0,70,85,65,125,65,120,530,1.9,45.2,https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg,0.001953125,0.037011493,0.8380585,0.0,0.11111111110565647,0.10758262959644461,0.3308787432336338,0.012272950416677813,1.03622,2.620208,36.047985,0.0
Vespiquen,Bug,Flying,4.0,70,80,102,80,102,40,474,1.2,38.5,https://img.pokemondb.net/sprites/home/normal/2x/vespiquen.jpg,0.001953125,0.028501477,0.6369324,0.0,0.11111111110725443,0.11014517070404543,0.3193335647233831,0.010413051023588579,2.2582145,4.2782927,45.751575,0.0
Sudowoodo,Rock,,2.0,70,100,115,30,65,30,410,1.2,38.0,https://img.pokemondb.net/sprites/home/normal/2x/sudowoodo.jpg,0.001953125,0.032441717,0.7316742,0.0,0.11111111110659624,0.10953965085145609,0.3116619260336586,0.012190166598448186,2.6291194,4.8969803,45.320053,0.0
Impidimp,Dark,Fairy,8.0,45,45,30,55,40,50,265,0.4,5.5,https://img.pokemondb.net/sprites/home/normal/2x/impidimp.jpg,0.001953125,0.034241285,0.77316284,0.0,0.11111111110653299,0.10486464529126258,0.29913473422747694,0.012360939430887478,1.1667322,3.133544,35.36469,0.0
Braixen,Fire,,6.0,59,59,58,90,70,73,409,1.0,14.5,https://img.pokemondb.net/sprites/home/normal/2x/braixen.jpg,0.001953125,0.0350505,0.7927551,0.0,0.11111111110602595,0.10729351705360271,0.324485125843273,0.010068649885122717,1.6863241,3.7320743,33.847195,0.0
Corvisquire,Flying,,8.0,68,67,55,43,55,77,365,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg,0.001953125,0.029956538,0.6725311,0.0,0.1111111111075669,0.10953572342060543,0.34641148324253873,0.01212121212082548,1.3779927,3.6326222,33.723,0.0
Cosmoem,Psychic,,7.0,43,29,131,29,131,37,400,0.1,999.9,https://img.pokemondb.net/sprites/home/normal/2x/cosmoem.jpg,0.001953125,0.029830202,0.67059326,0.0,0.11111111110660174,0.1130189592628712,0.319399350636388,0.009334415584036753,1.8616832,4.406197,42.557148,0.0
Slowking,Water,Psychic,2.0,95,75,80,100,110,30,490,2.0,79.5,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,0.001953125,0.032771703,0.7387085,0.0,0.11111111110432363,0.11740165497543033,0.3805742211129765,0.008552229687932057,1.3825344,3.081898,32.965446,0.0
Clamperl,Water,,3.0,35,64,85,74,55,32,345,0.4,52.5,https://img.pokemondb.net/sprites/home/normal/2x/clamperl.jpg,0.001953125,0.02741326,0.598938,0.0,0.11111111110669669,0.12398368866610288,0.4131903059033298,0.013508144616070396,1.9054219,3.788211,31.825478,0.0
Drakloak,Dragon,Ghost,8.0,68,80,50,60,50,102,410,1.4,11.0,https://img.pokemondb.net/sprites/home/normal/2x/drakloak.jpg,0.001953125,0.032146584,0.7256317,0.0,0.11111111110645432,0.11216441702442498,0.3507963118042416,0.008382229672741734,1.5993042,3.3118973,36.62358,0.0
Melmetal,Steel,,7.0,135,143,143,80,65,34,600,2.5,800.0,https://img.pokemondb.net/sprites/home/normal/2x/melmetal.jpg,0.001953125,0.029129973,0.6440582,0.0,0.11111111110721111,0.10560025227258021,0.29168129167105367,0.013689013688533204,2.0751092,4.037583,37.41537,0.0
Morelull,Grass,Fairy,7.0,40,35,55,65,75,15,285,0.2,1.5,https://img.pokemondb.net/sprites/home/normal/2x/morelull.jpg,0.001953125,0.039503455,0.8944702,0.0,0.11111111110024981,0.10072063548102263,0.294232649042597,0.004887585532269053,1.0801892,2.6418097,31.527733,0.0
Venonat,Bug,Poison,1.0,60,55,50,40,55,45,305,1.0,30.0,https://img.pokemondb.net/sprites/home/normal/2x/venonat.jpg,0.001953125,0.029775493,0.6678009,0.0,0.11111111110723289,0.11065434899008135,0.32600349039001736,0.011518324606927808,1.3337784,2.998664,30.272959,0.0
Quaxwell,Water,,9.0,70,85,65,65,60,65,410,1.2,21.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxwell.png,0.001953125,0.04070033,0.9217682,0.0,0.11111111108247422,0.13186344615576875,0.43041237102308955,0.007731958760893824,1.3691009,2.9664013,26.428656,0.0
Torracat,Fire,,7.0,65,85,50,80,50,90,420,0.7,25.0,https://img.pokemondb.net/sprites/home/normal/2x/torracat.jpg,0.001953125,0.031017436,0.69844055,0.0,0.1111111111076269,0.10861209482651836,0.35936030102353844,0.014424584508798226,1.9207227,3.9163938,38.13405,0.0
Solrock,Rock,Psychic,3.0,90,95,85,55,65,70,460,1.2,154.0,https://img.pokemondb.net/sprites/home/normal/2x/solrock.jpg,0.001953125,0.033681978,0.76057434,0.0,0.11111111110584519,0.10712999908169743,0.311848341217448,0.009952606634599404,2.2396708,4.83033,42.5511,0.0
Dondozo,Water,,9.0,150,100,115,65,65,35,530,12.0,220.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/dondozo.png,0.001953125,0.033668607,0.75871277,0.0,0.11111111109854198,0.1548179112277627,0.5192307691720327,0.007918552035303332,1.8367729,3.4421268,32.18587,0.0
Seaking,Water,,1.0,80,92,65,65,80,68,450,1.3,39.0,https://img.pokemondb.net/sprites/home/normal/2x/seaking.jpg,0.001953125,0.033083424,0.7440796,0.0,0.11111111110745013,0.10976843732584156,0.31400329488256995,0.009555189456027836,2.3265955,4.1178665,40.58041,0.0
Steelix,Steel,Ground,2.0,75,85,200,55,65,30,510,9.2,400.0,https://img.pokemondb.net/sprites/home/normal/2x/steelix.jpg,0.001953125,0.030611271,0.68544006,0.0,0.11111111110653488,0.10044203957132739,0.2742998352440569,0.010296540362014146,1.6815488,3.1174345,32.314186,0.0
Urshifu,Fighting,Dark,8.0,100,130,100,63,60,97,550,1.9,105.0,https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg,0.001953125,0.031827394,0.715683,0.0,0.1111111111072744,0.10188041279908223,0.30835635358051255,0.01657458563478679,1.5742384,3.300793,35.438908,0.0
Machop,Fighting,,1.0,70,80,50,35,35,35,305,0.8,19.5,https://img.pokemondb.net/sprites/home/normal/2x/machop.jpg,0.001953125,0.03224785,0.72569275,0.0,0.1111111111047107,0.11049016589006695,0.32430875574168727,0.009216589861220242,1.6321117,3.4254265,39.987907,0.0
Pawmo,Electric,Fighting,9.0,60,75,40,50,40,85,350,0.4,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmo.png,0.001953125,0.038349003,0.8666992,0.0,0.11111111108217592,0.14420176926526054,0.46874999987792965,0.0,0.9618646,2.4773095,23.95131,0.0
Dreepy,Dragon,Ghost,8.0,28,60,30,40,30,82,270,0.5,2.0,https://img.pokemondb.net/sprites/home/normal/2x/dreepy.jpg,0.001953125,0.037917186,0.8582916,0.0,0.1111111111030654,0.10122865029379005,0.26647356985760506,0.009413468500404528,1.172499,2.7038825,35.917564,0.0
Mime Jr.,Psychic,Fairy,4.0,20,25,45,70,90,60,310,0.6,13.0,https://img.pokemondb.net/sprites/home/normal/2x/mime-jr.jpg,0.001953125,0.036553398,0.82673645,0.0,0.11111111110503281,0.11175501361905026,0.3670678336779503,0.014770240699410818,1.1814574,3.1180098,36.94333,0.0
Jigglypuff,Normal,Fairy,1.0,115,45,20,45,25,20,270,0.5,5.5,https://img.pokemondb.net/sprites/home/normal/2x/jigglypuff.jpg,0.001953125,0.030794498,0.6832123,0.0,0.11111111110665242,0.1252397132003698,0.35313001603719385,0.007624398073530322,2.0474458,4.1709127,35.07224,0.0
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png,0.001953125,0.04163963,0.9431,0.0,0.11111111106949646,0.13384528603414636,0.4569288387801764,0.003745318350657184,0.7575005,1.9830337,24.138834,0.0
Lunala,Psychic,Ghost,7.0,137,113,89,137,107,97,680,4.0,120.0,https://img.pokemondb.net/sprites/home/normal/2x/lunala.jpg,0.001953125,0.029548315,0.66185,0.0,0.11111111110807281,0.11189663829485508,0.33196609241640784,0.012305168170295182,1.3746452,3.2657447,38.16645,0.0
Dachsbun,Fairy,,9.0,57,80,115,50,80,95,477,0.5,14.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/dachsbun.png,0.001953125,0.03680201,0.8327179,0.0,0.1111111110930736,0.12280834583378412,0.38961038954714117,0.0032467532462261764,1.1735747,2.8196788,27.133116,0.0
Incineroar,Fire,Dark,7.0,95,115,90,80,90,60,530,1.8,83.0,https://img.pokemondb.net/sprites/home/normal/2x/incineroar.jpg,0.001953125,0.03576641,0.80952454,0.0,0.11111111110619036,0.10628576670134515,0.34012400352789535,0.01107174490650701,1.1741154,3.2652996,39.214306,0.0
Swampert,Water,Ground,3.0,100,110,90,85,90,60,535,1.5,81.9,https://img.pokemondb.net/sprites/home/normal/2x/swampert.jpg,0.001953125,0.032224167,0.72665405,0.0,0.11111111110680782,0.10583360440245282,0.30867544537921476,0.007358636715439248,1.3099569,2.878072,30.717463,0.0
Flygon,Ground,Dragon,3.0,80,100,80,80,80,100,520,2.0,82.0,https://img.pokemondb.net/sprites/home/normal/2x/flygon.jpg,0.001953125,0.031310666,0.7050934,0.0,0.11111111110747884,0.10189423115350274,0.3121935272862964,0.016999019286793104,1.0668452,2.6841986,42.432404,0.0
Zorua,Dark,,5.0,40,65,40,80,40,65,330,0.7,12.5,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg,0.001953125,0.032075625,0.723053,0.0,0.11111111110578714,0.10407189164302888,0.32726401531733285,0.011020603736894079,1.4945881,3.5121245,37.344994,0.0
Mr. Rime,Ice,Psychic,8.0,80,85,75,110,100,70,520,1.5,58.2,https://img.pokemondb.net/sprites/home/normal/2x/mr-rime.jpg,0.001953125,0.03019373,0.67614746,0.0,0.11111111110820397,0.10910361191579163,0.33045525901804146,0.008895866038490428,1.2347156,2.906789,31.832355,0.0
Tympole,Water,,5.0,50,50,40,50,40,64,294,0.5,4.5,https://img.pokemondb.net/sprites/home/normal/2x/tympole.jpg,0.001953125,0.032102443,0.7237091,0.0,0.11111111110694809,0.11955103300215317,0.37092544022589263,0.009366804046108401,1.4353523,3.5225496,43.1974,0.0
Emolga,Electric,Flying,5.0,55,75,60,75,60,103,428,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/emolga.jpg,0.001953125,0.036612984,0.8280029,0.0,0.11111111110500276,0.10211873870650075,0.3238042880525671,0.014293567893661705,1.2170808,2.842475,35.084663,0.0
Gliscor,Ground,Flying,4.0,75,95,125,45,75,95,510,2.0,42.5,https://img.pokemondb.net/sprites/home/normal/2x/gliscor.jpg,0.001953125,0.030207101,0.67341614,0.0,0.1111111111064504,0.10821469198223599,0.3401845637441198,0.010906040267998908,1.5210166,3.1553583,27.549856,0.0
