Number,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Image URL,Height,Weight
0468,Togekiss,Fairy Flying,545,85,50,95,120,115,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/togekiss.jpg,1.5,38.0
0469,Yanmega,Bug Flying,515,86,76,86,116,56,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/yanmega.jpg,1.9,51.5
0470,Leafeon,Grass,525,65,110,130,60,65,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/leafeon.jpg,1.0,25.5
0471,Glaceon,Ice,525,65,60,110,130,95,65,4.0,https://img.pokemondb.net/sprites/home/normal/2x/glaceon.jpg,0.8,25.9
0472,Gliscor,Ground Flying,510,75,95,125,45,75,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gliscor.jpg,2.0,42.5
0473,Mamoswine,Ice Ground,530,110,130,80,70,60,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mamoswine.jpg,2.5,291.0
0474,Porygon-Z,Normal,535,85,80,70,135,75,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/porygon-z.jpg,0.9,34.0
0475,Gallade,Psychic Fighting,518,68,125,65,65,115,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg,1.6,52.0
0475,Gallade,Psychic Fighting,618,68,165,95,65,115,110,4.0,https://img.pokemondb.net/sprites/home/normal/2x/gallade.jpg,1.6,52.0
0476,Probopass,Rock Steel,525,60,55,145,75,150,40,4.0,https://img.pokemondb.net/sprites/home/normal/2x/probopass.jpg,1.4,340.0
0477,Dusknoir,Ghost,525,45,100,135,65,135,45,4.0,https://img.pokemondb.net/sprites/home/normal/2x/dusknoir.jpg,2.2,106.6
0478,Froslass,Ice Ghost,480,70,80,70,80,70,110,4.0,https://img.pokemondb.net/sprites/home/normal/2x/froslass.jpg,1.3,26.6
0479,Rotom,Electric Ghost,440,50,50,77,95,77,91,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0479,Rotom,Electric Fire,520,50,65,107,105,107,86,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0479,Rotom,Electric Water,520,50,65,107,105,107,86,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0479,Rotom,Electric Ice,520,50,65,107,105,107,86,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0479,Rotom,Electric Flying,520,50,65,107,105,107,86,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0479,Rotom,Electric Grass,520,50,65,107,105,107,86,4.0,https://img.pokemondb.net/sprites/home/normal/2x/rotom.jpg,0.3,0.3
0480,Uxie,Psychic,580,75,75,130,75,130,95,4.0,https://img.pokemondb.net/sprites/home/normal/2x/uxie.jpg,0.3,0.3
0481,Mesprit,Psychic,580,80,105,105,105,105,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/mesprit.jpg,0.3,0.3
0482,Azelf,Psychic,580,75,125,70,125,70,115,4.0,https://img.pokemondb.net/sprites/home/normal/2x/azelf.jpg,0.3,0.3
0483,Dialga,Steel Dragon,680,100,120,120,150,100,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg,5.4,683.0
0483,Dialga,Steel Dragon,680,100,100,120,150,120,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/dialga.jpg,5.4,683.0
0484,Palkia,Water Dragon,680,90,120,100,150,120,100,4.0,https://img.pokemondb.net/sprites/home/normal/2x/palkia.jpg,4.2,336.0
0484,Palkia,Water Dragon,680,90,100,100,150,120,120,4.0,https://img.pokemondb.net/sprites/home/normal/2x/palkia.jpg,4.2,336.0
0485,Heatran,Fire Steel,600,91,90,106,130,106,77,4.0,https://img.pokemondb.net/sprites/home/normal/2x/heatran.jpg,1.7,430.0
0486,Regigigas,Normal,670,110,160,110,80,110,100,4.0,https://img.pokemondb.net/sprites/home/normal/2x/regigigas.jpg,3.7,420.0
0487,Giratina,Ghost Dragon,680,150,100,120,100,120,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/giratina.jpg,4.5,750.0
0487,Giratina,Ghost Dragon,680,150,120,100,120,100,90,4.0,https://img.pokemondb.net/sprites/home/normal/2x/giratina.jpg,4.5,750.0
0488,Cresselia,Psychic,580,120,70,110,75,120,85,4.0,https://img.pokemondb.net/sprites/home/normal/2x/cresselia.jpg,1.5,85.6
0489,Phione,Water,480,80,80,80,80,80,80,4.0,https://img.pokemondb.net/sprites/home/normal/2x/phione.jpg,0.4,3.1
0490,Manaphy,Water,600,100,100,100,100,100,100,4.0,https://img.pokemondb.net/sprites/home/normal/2x/manaphy.jpg,0.3,1.4
0491,Darkrai,Dark,600,70,90,90,135,90,125,4.0,https://img.pokemondb.net/sprites/home/normal/2x/darkrai.jpg,1.5,50.5
0492,Shaymin,Grass,600,100,100,100,100,100,100,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg,0.2,2.1
0492,Shaymin,Grass Flying,600,100,103,75,120,75,127,4.0,https://img.pokemondb.net/sprites/home/normal/2x/shaymin.jpg,0.2,2.1
0493,Arceus,Normal,720,120,120,120,120,120,120,4.0,https://img.pokemondb.net/sprites/home/normal/2x/arceus.jpg,3.2,320.0
0494,Victini,Psychic Fire,600,100,100,100,100,100,100,5.0,https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg,0.4,4.0
0495,Snivy,Grass,308,45,45,55,45,55,63,5.0,https://img.pokemondb.net/sprites/home/normal/2x/snivy.jpg,0.6,8.1
0496,Servine,Grass,413,60,60,75,60,75,83,5.0,https://img.pokemondb.net/sprites/home/normal/2x/servine.jpg,0.8,16.0
0497,Serperior,Grass,528,75,75,95,75,95,113,5.0,https://img.pokemondb.net/sprites/home/normal/2x/serperior.jpg,3.3,63.0
0498,Tepig,Fire,308,65,63,45,45,45,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/tepig.jpg,0.5,9.9
0499,Pignite,Fire Fighting,418,90,93,55,70,55,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pignite.jpg,1.0,55.5
0500,Emboar,Fire Fighting,528,110,123,65,100,65,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/emboar.jpg,1.6,150.0
0501,Oshawott,Water,308,55,55,45,63,45,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/oshawott.jpg,0.5,5.9
0502,Dewott,Water,413,75,75,60,83,60,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/dewott.jpg,0.8,24.5
0503,Samurott,Water,528,95,100,85,108,70,70,5.0,https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg,1.5,94.6
0503,Samurott,Water Dark,528,90,108,80,100,65,85,5.0,https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg,1.5,94.6
0504,Patrat,Normal,255,45,55,39,35,39,42,5.0,https://img.pokemondb.net/sprites/home/normal/2x/patrat.jpg,0.5,11.6
0505,Watchog,Normal,420,60,85,69,60,69,77,5.0,https://img.pokemondb.net/sprites/home/normal/2x/watchog.jpg,1.1,27.0
0506,Lillipup,Normal,275,45,60,45,25,45,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg,0.4,4.1
0507,Herdier,Normal,370,65,80,65,35,65,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/herdier.jpg,0.9,14.7
0508,Stoutland,Normal,500,85,110,90,45,90,80,5.0,https://img.pokemondb.net/sprites/home/normal/2x/stoutland.jpg,1.2,61.0
0509,Purrloin,Dark,281,41,50,37,50,37,66,5.0,https://img.pokemondb.net/sprites/home/normal/2x/purrloin.jpg,0.4,10.1
0510,Liepard,Dark,446,64,88,50,88,50,106,5.0,https://img.pokemondb.net/sprites/home/normal/2x/liepard.jpg,1.1,37.5
0511,Pansage,Grass,316,50,53,48,53,48,64,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg,0.6,10.5
0512,Simisage,Grass,498,75,98,63,98,63,101,5.0,https://img.pokemondb.net/sprites/home/normal/2x/simisage.jpg,1.1,30.5
0513,Pansear,Fire,316,50,53,48,53,48,64,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pansear.jpg,0.6,11.0
0514,Simisear,Fire,498,75,98,63,98,63,101,5.0,https://img.pokemondb.net/sprites/home/normal/2x/simisear.jpg,1.0,28.0
0515,Panpour,Water,316,50,53,48,53,48,64,5.0,https://img.pokemondb.net/sprites/home/normal/2x/panpour.jpg,0.6,13.5
0516,Simipour,Water,498,75,98,63,98,63,101,5.0,https://img.pokemondb.net/sprites/home/normal/2x/simipour.jpg,1.0,29.0
0517,Munna,Psychic,292,76,25,45,67,55,24,5.0,https://img.pokemondb.net/sprites/home/normal/2x/munna.jpg,0.6,23.3
0518,Musharna,Psychic,487,116,55,85,107,95,29,5.0,https://img.pokemondb.net/sprites/home/normal/2x/musharna.jpg,1.1,60.5
0519,Pidove,Normal Flying,264,50,55,50,36,30,43,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pidove.jpg,0.3,2.1
0520,Tranquill,Normal Flying,358,62,77,62,50,42,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/tranquill.jpg,0.6,15.0
0521,Unfezant,Normal Flying,488,80,115,80,65,55,93,5.0,https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg,1.2,29.0
0522,Blitzle,Electric,295,45,60,32,50,32,76,5.0,https://img.pokemondb.net/sprites/home/normal/2x/blitzle.jpg,0.8,29.8
0523,Zebstrika,Electric,497,75,100,63,80,63,116,5.0,https://img.pokemondb.net/sprites/home/normal/2x/zebstrika.jpg,1.6,79.5
0524,Roggenrola,Rock,280,55,75,85,25,25,15,5.0,https://img.pokemondb.net/sprites/home/normal/2x/roggenrola.jpg,0.4,18.0
0525,Boldore,Rock,390,70,105,105,50,40,20,5.0,https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg,0.9,102.0
0526,Gigalith,Rock,515,85,135,130,60,80,25,5.0,https://img.pokemondb.net/sprites/home/normal/2x/gigalith.jpg,1.7,260.0
0527,Woobat,Psychic Flying,323,65,45,43,55,43,72,5.0,https://img.pokemondb.net/sprites/home/normal/2x/woobat.jpg,0.4,2.1
0528,Swoobat,Psychic Flying,425,67,57,55,77,55,114,5.0,https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg,0.9,10.5
0529,Drilbur,Ground,328,60,85,40,30,45,68,5.0,https://img.pokemondb.net/sprites/home/normal/2x/drilbur.jpg,0.3,8.5
0530,Excadrill,Ground Steel,508,110,135,60,50,65,88,5.0,https://img.pokemondb.net/sprites/home/normal/2x/excadrill.jpg,0.7,40.4
0531,Audino,Normal,445,103,60,86,60,86,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg,1.1,31.0
0531,Audino,Normal Fairy,545,103,60,126,80,126,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg,1.1,31.0
0532,Timburr,Fighting,305,75,80,55,25,35,35,5.0,https://img.pokemondb.net/sprites/home/normal/2x/timburr.jpg,0.6,12.5
0533,Gurdurr,Fighting,405,85,105,85,40,50,40,5.0,https://img.pokemondb.net/sprites/home/normal/2x/gurdurr.jpg,1.2,40.0
0534,Conkeldurr,Fighting,505,105,140,95,55,65,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/conkeldurr.jpg,1.4,87.0
0535,Tympole,Water,294,50,50,40,50,40,64,5.0,https://img.pokemondb.net/sprites/home/normal/2x/tympole.jpg,0.5,4.5
0536,Palpitoad,Water Ground,384,75,65,55,65,55,69,5.0,https://img.pokemondb.net/sprites/home/normal/2x/palpitoad.jpg,0.8,17.0
0537,Seismitoad,Water Ground,509,105,95,75,85,75,74,5.0,https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg,1.5,62.0
0538,Throh,Fighting,465,120,100,85,30,85,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/throh.jpg,1.3,55.5
0539,Sawk,Fighting,465,75,125,75,30,75,85,5.0,https://img.pokemondb.net/sprites/home/normal/2x/sawk.jpg,1.4,51.0
0540,Sewaddle,Bug Grass,310,45,53,70,40,60,42,5.0,https://img.pokemondb.net/sprites/home/normal/2x/sewaddle.jpg,0.3,2.5
0541,Swadloon,Bug Grass,380,55,63,90,50,80,42,5.0,https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg,0.5,7.3
0542,Leavanny,Bug Grass,500,75,103,80,70,80,92,5.0,https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg,1.2,20.5
0543,Venipede,Bug Poison,260,30,45,59,30,39,57,5.0,https://img.pokemondb.net/sprites/home/normal/2x/venipede.jpg,0.4,5.3
0544,Whirlipede,Bug Poison,360,40,55,99,40,79,47,5.0,https://img.pokemondb.net/sprites/home/normal/2x/whirlipede.jpg,1.2,58.5
0545,Scolipede,Bug Poison,485,60,100,89,55,69,112,5.0,https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg,2.5,200.5
0546,Cottonee,Grass Fairy,280,40,27,60,37,50,66,5.0,https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg,0.3,0.6
0547,Whimsicott,Grass Fairy,480,60,67,85,77,75,116,5.0,https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg,0.7,6.6
0548,Petilil,Grass,280,45,35,50,70,50,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg,0.5,6.6
0549,Lilligant,Grass,480,70,60,75,110,75,90,5.0,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,1.1,16.3
0549,Lilligant,Grass Fighting,480,70,105,75,50,75,105,5.0,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,1.1,16.3
0550,Basculin,Water,460,70,92,65,80,55,98,5.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg,1.0,18.0
0550,Basculin,Water,460,70,92,65,80,55,98,5.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg,1.0,18.0
0550,Basculin,Water,460,70,92,65,80,55,98,5.0,https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg,1.0,18.0
0551,Sandile,Ground Dark,292,50,72,35,35,35,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/sandile.jpg,0.7,15.2
0552,Krokorok,Ground Dark,351,60,82,45,45,45,74,5.0,https://img.pokemondb.net/sprites/home/normal/2x/krokorok.jpg,1.0,33.4
0553,Krookodile,Ground Dark,519,95,117,80,65,70,92,5.0,https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg,1.5,96.3
0554,Darumaka,Fire,315,70,90,45,15,45,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg,0.6,37.5
0554,Darumaka,Ice,315,70,90,45,15,45,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg,0.6,37.5
0555,Darmanitan,Fire,480,105,140,55,30,55,95,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,1.3,92.9
0555,Darmanitan,Fire Psychic,540,105,30,105,140,105,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,1.3,92.9
0555,Darmanitan,Ice,480,105,140,55,30,55,95,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,1.3,92.9
0555,Darmanitan,Ice Fire,540,105,160,55,30,55,135,5.0,https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,1.3,92.9
0556,Maractus,Grass,461,75,86,67,106,67,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,1.0,28.0
0557,Dwebble,Bug Rock,325,50,65,85,35,35,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg,0.3,14.5
0558,Crustle,Bug Rock,485,70,105,125,65,75,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/crustle.jpg,1.4,200.0
0559,Scraggy,Dark Fighting,348,50,75,70,35,70,48,5.0,https://img.pokemondb.net/sprites/home/normal/2x/scraggy.jpg,0.6,11.8
0560,Scrafty,Dark Fighting,488,65,90,115,45,115,58,5.0,https://img.pokemondb.net/sprites/home/normal/2x/scrafty.jpg,1.1,30.0
0561,Sigilyph,Psychic Flying,490,72,58,80,103,80,97,5.0,https://img.pokemondb.net/sprites/home/normal/2x/sigilyph.jpg,1.4,14.0
0562,Yamask,Ghost,303,38,30,85,55,65,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg,0.5,1.5
0562,Yamask,Ground Ghost,303,38,55,85,30,65,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg,0.5,1.5
0563,Cofagrigus,Ghost,483,58,50,145,95,105,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/cofagrigus.jpg,1.7,76.5
0564,Tirtouga,Water Rock,355,54,78,103,53,45,22,5.0,https://img.pokemondb.net/sprites/home/normal/2x/tirtouga.jpg,0.7,16.5
0565,Carracosta,Water Rock,495,74,108,133,83,65,32,5.0,https://img.pokemondb.net/sprites/home/normal/2x/carracosta.jpg,1.2,81.0
0566,Archen,Rock Flying,401,55,112,45,74,45,70,5.0,https://img.pokemondb.net/sprites/home/normal/2x/archen.jpg,0.5,9.5
0567,Archeops,Rock Flying,567,75,140,65,112,65,110,5.0,https://img.pokemondb.net/sprites/home/normal/2x/archeops.jpg,1.4,32.0
0568,Trubbish,Poison,329,50,50,62,40,62,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/trubbish.jpg,0.6,31.0
0569,Garbodor,Poison,474,80,95,82,60,82,75,5.0,https://img.pokemondb.net/sprites/home/normal/2x/garbodor.jpg,1.9,107.3
0570,Zorua,Dark,330,40,65,40,80,40,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg,0.7,12.5
0570,Zorua,Normal Ghost,330,35,60,40,85,40,70,5.0,https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg,0.7,12.5
0571,Zoroark,Dark,510,60,105,60,120,60,105,5.0,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg,1.6,81.1
0571,Zoroark,Normal Ghost,510,55,100,60,125,60,110,5.0,https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg,1.6,81.1
0572,Minccino,Normal,300,55,50,40,40,40,75,5.0,https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg,0.4,5.8
0573,Cinccino,Normal,470,75,95,60,65,60,115,5.0,https://img.pokemondb.net/sprites/home/normal/2x/cinccino.jpg,0.5,7.5
0574,Gothita,Psychic,290,45,30,50,55,65,45,5.0,https://img.pokemondb.net/sprites/home/normal/2x/gothita.jpg,0.4,5.8
0575,Gothorita,Psychic,390,60,45,70,75,85,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/gothorita.jpg,0.7,18.0
0576,Gothitelle,Psychic,490,70,55,95,95,110,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/gothitelle.jpg,1.5,44.0
0577,Solosis,Psychic,290,45,30,40,105,50,20,5.0,https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg,0.3,1.0
0578,Duosion,Psychic,370,65,40,50,125,60,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg,0.6,8.0
0579,Reuniclus,Psychic,490,110,65,75,125,85,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg,1.0,20.1
0580,Ducklett,Water Flying,305,62,44,50,44,50,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/ducklett.jpg,0.5,5.5
0581,Swanna,Water Flying,473,75,87,63,87,63,98,5.0,https://img.pokemondb.net/sprites/home/normal/2x/swanna.jpg,1.3,24.2
0582,Vanillite,Ice,305,36,50,50,65,60,44,5.0,https://img.pokemondb.net/sprites/home/normal/2x/vanillite.jpg,0.4,5.7
0583,Vanillish,Ice,395,51,65,65,80,75,59,5.0,https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg,1.1,41.0
0584,Vanilluxe,Ice,535,71,95,85,110,95,79,5.0,https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg,1.3,57.5
0585,Deerling,Normal Grass,335,60,60,50,40,50,75,5.0,https://img.pokemondb.net/sprites/home/normal/2x/deerling.jpg,0.6,19.5
0586,Sawsbuck,Normal Grass,475,80,100,70,60,70,95,5.0,https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg,1.9,92.5
0587,Emolga,Electric Flying,428,55,75,60,75,60,103,5.0,https://img.pokemondb.net/sprites/home/normal/2x/emolga.jpg,0.4,5.0
0588,Karrablast,Bug,315,50,75,45,40,45,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/karrablast.jpg,0.5,5.9
0589,Escavalier,Bug Steel,495,70,135,105,60,105,20,5.0,https://img.pokemondb.net/sprites/home/normal/2x/escavalier.jpg,1.0,33.0
0590,Foongus,Grass Poison,294,69,55,45,55,55,15,5.0,https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg,0.2,1.0
0591,Amoonguss,Grass Poison,464,114,85,70,85,80,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/amoonguss.jpg,0.6,10.5
0592,Frillish,Water Ghost,335,55,40,50,65,85,40,5.0,https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg,1.2,33.0
0593,Jellicent,Water Ghost,480,100,60,70,85,105,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/jellicent.jpg,2.2,135.0
0594,Alomomola,Water,470,165,75,80,40,45,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/alomomola.jpg,1.2,31.6
0595,Joltik,Bug Electric,319,50,47,50,57,50,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/joltik.jpg,0.1,0.6
0596,Galvantula,Bug Electric,472,70,77,60,97,60,108,5.0,https://img.pokemondb.net/sprites/home/normal/2x/galvantula.jpg,0.8,14.3
0597,Ferroseed,Grass Steel,305,44,50,91,24,86,10,5.0,https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg,0.6,18.8
0598,Ferrothorn,Grass Steel,489,74,94,131,54,116,20,5.0,https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg,1.0,110.0
0599,Klink,Steel,300,40,55,70,45,60,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg,0.3,21.0
0600,Klang,Steel,440,60,80,95,70,85,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/klang.jpg,0.6,51.0
0601,Klinklang,Steel,520,60,100,115,70,85,90,5.0,https://img.pokemondb.net/sprites/home/normal/2x/klinklang.jpg,0.6,81.0
0602,Tynamo,Electric,275,35,55,40,45,40,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/tynamo.jpg,0.2,0.3
0603,Eelektrik,Electric,405,65,85,70,75,70,40,5.0,https://img.pokemondb.net/sprites/home/normal/2x/eelektrik.jpg,1.2,22.0
0604,Eelektross,Electric,515,85,115,80,105,80,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/eelektross.jpg,2.1,80.5
0605,Elgyem,Psychic,335,55,55,55,85,55,30,5.0,https://img.pokemondb.net/sprites/home/normal/2x/elgyem.jpg,0.5,9.0
0606,Beheeyem,Psychic,485,75,75,75,125,95,40,5.0,https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg,1.0,34.5
0607,Litwick,Ghost Fire,275,50,30,55,65,55,20,5.0,https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg,0.3,3.1
0608,Lampent,Ghost Fire,370,60,40,60,95,60,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/lampent.jpg,0.6,13.0
0609,Chandelure,Ghost Fire,520,60,55,90,145,90,80,5.0,https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg,1.0,34.3
0610,Axew,Dragon,320,46,87,60,30,40,57,5.0,https://img.pokemondb.net/sprites/home/normal/2x/axew.jpg,0.6,18.0
0611,Fraxure,Dragon,410,66,117,70,40,50,67,5.0,https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg,1.0,36.0
0612,Haxorus,Dragon,540,76,147,90,60,70,97,5.0,https://img.pokemondb.net/sprites/home/normal/2x/haxorus.jpg,1.8,105.5
0613,Cubchoo,Ice,305,55,70,40,60,40,40,5.0,https://img.pokemondb.net/sprites/home/normal/2x/cubchoo.jpg,0.5,8.5
0614,Beartic,Ice,505,95,130,80,70,80,50,5.0,https://img.pokemondb.net/sprites/home/normal/2x/beartic.jpg,2.6,260.0
0615,Cryogonal,Ice,515,80,50,50,95,135,105,5.0,https://img.pokemondb.net/sprites/home/normal/2x/cryogonal.jpg,1.1,148.0
0616,Shelmet,Bug,305,50,40,85,40,65,25,5.0,https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg,0.4,7.7
0617,Accelgor,Bug,495,80,70,40,100,60,145,5.0,https://img.pokemondb.net/sprites/home/normal/2x/accelgor.jpg,0.8,25.3
0618,Stunfisk,Ground Electric,471,109,66,84,81,99,32,5.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg,0.7,11.0
0618,Stunfisk,Ground Steel,471,109,81,99,66,84,32,5.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg,0.7,11.0
0619,Mienfoo,Fighting,350,45,85,50,55,50,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/mienfoo.jpg,0.9,20.0
0620,Mienshao,Fighting,510,65,125,60,95,60,105,5.0,https://img.pokemondb.net/sprites/home/normal/2x/mienshao.jpg,1.4,35.5
0621,Druddigon,Dragon,485,77,120,90,60,90,48,5.0,https://img.pokemondb.net/sprites/home/normal/2x/druddigon.jpg,1.6,139.0
0622,Golett,Ground Ghost,303,59,74,50,35,50,35,5.0,https://img.pokemondb.net/sprites/home/normal/2x/golett.jpg,1.0,92.0
0623,Golurk,Ground Ghost,483,89,124,80,55,80,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/golurk.jpg,2.8,330.0
0624,Pawniard,Dark Steel,340,45,85,70,40,40,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pawniard.jpg,0.5,10.2
0625,Bisharp,Dark Steel,490,65,125,100,60,70,70,5.0,https://img.pokemondb.net/sprites/home/normal/2x/bisharp.jpg,1.6,70.0
0626,Bouffalant,Normal,490,95,110,95,40,95,55,5.0,https://img.pokemondb.net/sprites/home/normal/2x/bouffalant.jpg,1.6,94.6
0627,Rufflet,Normal Flying,350,70,83,50,37,50,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/rufflet.jpg,0.5,10.5
0628,Braviary,Normal Flying,510,100,123,75,57,75,80,5.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg,1.5,41.0
0628,Braviary,Psychic Flying,510,110,83,70,112,70,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg,1.5,41.0
0629,Vullaby,Dark Flying,370,70,55,75,45,65,60,5.0,https://img.pokemondb.net/sprites/home/normal/2x/vullaby.jpg,0.5,9.0
0630,Mandibuzz,Dark Flying,510,110,65,105,55,95,80,5.0,https://img.pokemondb.net/sprites/home/normal/2x/mandibuzz.jpg,1.2,39.5
0631,Heatmor,Fire,484,85,97,66,105,66,65,5.0,https://img.pokemondb.net/sprites/home/normal/2x/heatmor.jpg,1.4,58.0
0632,Durant,Bug Steel,484,58,109,112,48,48,109,5.0,https://img.pokemondb.net/sprites/home/normal/2x/durant.jpg,0.3,33.0
0633,Deino,Dark Dragon,300,52,65,50,45,50,38,5.0,https://img.pokemondb.net/sprites/home/normal/2x/deino.jpg,0.8,17.3
