Name,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Stat_Total,Physical_Ratio,Special_Ratio,Offensive_Ratio,Defensive_Ratio,Speed_Ratio,BMI,Is_Single_Type,Primary_Bug,Primary_Dark,Primary_Dragon,Primary_Electric,Primary_Fairy,Primary_Fighting,Primary_Fire,Primary_Flying,Primary_Ghost,Primary_Grass,Primary_Ground,Primary_Ice,Primary_Normal,Primary_Poison,Primary_Psychic,Primary_Rock,Primary_Steel,Primary_Water,Secondary_Bug,Secondary_Dark,Secondary_Dragon,Secondary_Electric,Secondary_Fairy,Secondary_Fighting,Secondary_Fire,Secondary_Flying,Secondary_Ghost,Secondary_Grass,Secondary_Ground,Secondary_Ice,Secondary_Normal,Secondary_Poison,Secondary_Psychic,Secondary_Rock,Secondary_Steel,Secondary_Water,Is_Early_Gen,Highest_Stat,Stat_Spread
Swoobat,5.0,67,57,55,77,55,114,425,0.9,10.5,https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg,425,0.2635294117647059,0.31058823529411766,0.31529411764705884,0.25882352941176473,0.26823529411764707,12.962962962962962,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Speed,22.84221238555203
Unown,2.0,48,72,48,72,48,48,336,0.5,5.0,https://img.pokemondb.net/sprites/home/normal/2x/unown.jpg,336,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.2857142857142857,0.14285714285714285,20.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,12.393546707863734
Chewtle,8.0,50,64,50,38,38,44,284,0.3,8.5,https://img.pokemondb.net/sprites/home/normal/2x/chewtle.jpg,284,0.4014084507042254,0.2676056338028169,0.3591549295774648,0.30985915492957744,0.15492957746478872,94.44444444444444,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,9.77070451229934
Poliwhirl,1.0,65,65,65,50,50,90,385,1.0,20.0,https://img.pokemondb.net/sprites/home/normal/2x/poliwhirl.jpg,385,0.33766233766233766,0.2597402597402597,0.2987012987012987,0.2987012987012987,0.23376623376623376,20.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,14.634434279010128
Floette,6.0,54,45,47,75,98,52,371,0.2,0.9,https://img.pokemondb.net/sprites/home/normal/2x/floette.jpg,371,0.24797843665768193,0.46630727762803237,0.32345013477088946,0.3908355795148248,0.14016172506738545,22.499999999999996,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,20.701851769024593
Meltan,7.0,46,65,65,55,35,34,300,0.2,8.0,https://img.pokemondb.net/sprites/home/normal/2x/meltan.jpg,300,0.43333333333333335,0.3,0.4,0.3333333333333333,0.11333333333333333,199.99999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,13.942740046346701
Victini,5.0,100,100,100,100,100,100,600,0.4,4.0,https://img.pokemondb.net/sprites/home/normal/2x/victini.jpg,600,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,24.999999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,HP,0.0
Drowzee,1.0,60,48,45,43,90,42,328,1.0,32.4,https://img.pokemondb.net/sprites/home/normal/2x/drowzee.jpg,328,0.28353658536585363,0.4054878048780488,0.2774390243902439,0.4115853658536585,0.12804878048780488,32.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Def,18.50045044496665
Medicham,3.0,60,60,75,60,75,80,410,1.3,31.5,https://img.pokemondb.net/sprites/home/normal/2x/medicham.jpg,410,0.32926829268292684,0.32926829268292684,0.2926829268292683,0.36585365853658536,0.1951219512195122,18.63905325443787,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Speed,9.309493362512628
Cramorant,8.0,70,85,55,85,95,85,475,0.8,18.0,https://img.pokemondb.net/sprites/home/normal/2x/cramorant.jpg,475,0.29473684210526313,0.37894736842105264,0.35789473684210527,0.3157894736842105,0.17894736842105263,28.124999999999993,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,Sp. Def,14.288690166235206
Kyogre,3.0,100,100,90,150,140,90,670,4.5,352.0,https://img.pokemondb.net/sprites/home/normal/2x/kyogre.jpg,670,0.2835820895522388,0.43283582089552236,0.373134328358209,0.34328358208955223,0.13432835820895522,17.382716049382715,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Atk,26.394443859772206
Loudred,3.0,84,71,43,71,43,48,360,1.0,40.5,https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg,360,0.31666666666666665,0.31666666666666665,0.39444444444444443,0.2388888888888889,0.13333333333333333,40.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,17.549928774784245
Zekrom,5.0,100,150,120,120,100,90,680,2.9,345.0,https://img.pokemondb.net/sprites/home/normal/2x/zekrom.jpg,680,0.39705882352941174,0.3235294117647059,0.39705882352941174,0.3235294117647059,0.1323529411764706,41.02259215219976,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,21.602468994692867
Vaporeon,1.0,130,65,60,110,95,65,525,1.0,29.0,https://img.pokemondb.net/sprites/home/normal/2x/vaporeon.jpg,525,0.23809523809523808,0.3904761904761905,0.3333333333333333,0.29523809523809524,0.12380952380952381,29.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,28.766299727285052
Tinkatink,9.0,50,45,45,35,64,58,297,0.4,8.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatink.png,297,0.30303030303030304,0.3333333333333333,0.26936026936026936,0.367003367003367,0.19528619528619529,55.62499999999999,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Sp. Def,10.329569206893384
Fearow,1.0,65,90,65,61,61,100,442,1.2,38.0,https://img.pokemondb.net/sprites/home/normal/2x/fearow.jpg,442,0.3506787330316742,0.27601809954751133,0.3416289592760181,0.2850678733031674,0.22624434389140272,26.38888888888889,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,16.91941685362314
Milotic,3.0,95,60,79,100,125,81,540,6.2,162.0,https://img.pokemondb.net/sprites/home/normal/2x/milotic.jpg,540,0.2574074074074074,0.4166666666666667,0.2962962962962963,0.37777777777777777,0.15,4.2143600416233085,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Def,22.144976857066254
Slaking,3.0,150,160,100,95,65,100,670,2.0,130.5,https://img.pokemondb.net/sprites/home/normal/2x/slaking.jpg,670,0.3880597014925373,0.23880597014925373,0.3805970149253731,0.2462686567164179,0.14925373134328357,32.625,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,36.14784456460256
Panpour,5.0,50,53,48,53,48,64,316,0.6,13.5,https://img.pokemondb.net/sprites/home/normal/2x/panpour.jpg,316,0.31962025316455694,0.31962025316455694,0.33544303797468356,0.3037974683544304,0.20253164556962025,37.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,5.988878581726855
Cloyster,1.0,50,95,180,85,45,70,525,1.5,132.5,https://img.pokemondb.net/sprites/home/normal/2x/cloyster.jpg,525,0.5238095238095238,0.24761904761904763,0.34285714285714286,0.42857142857142855,0.13333333333333333,58.888888888888886,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,Defense,49.26966612430005
Nidorina,1.0,70,62,67,55,55,56,365,0.8,20.0,https://img.pokemondb.net/sprites/home/normal/2x/nidorina.jpg,365,0.35342465753424657,0.3013698630136986,0.32054794520547947,0.33424657534246577,0.15342465753424658,31.249999999999993,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,HP,6.554896388705672
Swellow,3.0,60,85,60,75,50,125,455,0.7,19.8,https://img.pokemondb.net/sprites/home/normal/2x/swellow.jpg,455,0.31868131868131866,0.27472527472527475,0.3516483516483517,0.24175824175824176,0.27472527472527475,40.40816326530613,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,Speed,27.095510083160764
Sneasler,8.0,80,130,60,40,80,120,510,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasler.jpg,510,0.37254901960784315,0.23529411764705882,0.3333333333333333,0.27450980392156865,0.23529411764705882,25.44378698224852,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,Attack,34.49637662132068
Vanillish,5.0,51,65,65,80,75,59,395,1.1,41.0,https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg,395,0.3291139240506329,0.3924050632911392,0.3670886075949367,0.35443037974683544,0.14936708860759493,33.88429752066115,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,10.515068552637528
Marshadow,7.0,90,125,80,90,90,125,600,0.7,22.2,https://img.pokemondb.net/sprites/home/normal/2x/marshadow.jpg,600,0.3416666666666667,0.3,0.35833333333333334,0.2833333333333333,0.20833333333333334,45.30612244897959,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Attack,19.748417658131498
Greninja,6.0,72,95,67,103,71,122,530,1.5,40.0,https://img.pokemondb.net/sprites/home/normal/2x/greninja.jpg,530,0.30566037735849055,0.3283018867924528,0.37358490566037733,0.26037735849056604,0.23018867924528302,17.77777777777778,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,21.978777642686744
Roaring Moon,9.0,105,139,71,55,101,119,590,2.0,380.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/roaring-moon.png,590,0.3559322033898305,0.26440677966101694,0.3288135593220339,0.29152542372881357,0.2016949152542373,95.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,30.845853313965343
Finneon,4.0,49,49,56,49,61,66,330,0.4,7.0,https://img.pokemondb.net/sprites/home/normal/2x/finneon.jpg,330,0.3181818181818182,0.3333333333333333,0.296969696969697,0.35454545454545455,0.2,43.74999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,7.293833011524188
Metagross,3.0,80,135,130,95,90,70,600,1.6,550.0,https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg,600,0.44166666666666665,0.30833333333333335,0.38333333333333336,0.36666666666666664,0.11666666666666667,214.84374999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Attack,26.645825188948457
Mantyke,4.0,45,20,50,60,120,50,345,1.0,65.0,https://img.pokemondb.net/sprites/home/normal/2x/mantyke.jpg,345,0.2028985507246377,0.5217391304347826,0.2318840579710145,0.4927536231884058,0.14492753623188406,65.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,33.42902930089356
Pincurchin,8.0,48,101,95,91,85,15,435,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/pincurchin.jpg,435,0.45057471264367815,0.4045977011494253,0.4413793103448276,0.41379310344827586,0.034482758620689655,11.11111111111111,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,33.83341543503996
Blipbug,8.0,25,20,20,25,45,45,180,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/blipbug.jpg,180,0.2222222222222222,0.3888888888888889,0.25,0.3611111111111111,0.25,49.99999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Def,11.832159566199232
Oranguru,7.0,90,60,80,90,110,60,490,1.5,76.0,https://img.pokemondb.net/sprites/home/normal/2x/oranguru.jpg,490,0.2857142857142857,0.40816326530612246,0.30612244897959184,0.3877551020408163,0.12244897959183673,33.77777777777778,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Sp. Def,19.407902170679517
Froakie,6.0,41,56,40,62,44,71,314,0.3,7.0,https://img.pokemondb.net/sprites/home/normal/2x/froakie.jpg,314,0.3057324840764331,0.3375796178343949,0.37579617834394907,0.267515923566879,0.22611464968152867,77.77777777777779,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,12.691204303243513
Sceptile,3.0,70,85,65,105,85,120,530,1.7,52.2,https://img.pokemondb.net/sprites/home/normal/2x/sceptile.jpg,530,0.2830188679245283,0.3584905660377358,0.3584905660377358,0.2830188679245283,0.22641509433962265,18.062283737024224,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Speed,20.896570691543307
Lileep,3.0,66,41,77,61,87,23,355,1.0,23.8,https://img.pokemondb.net/sprites/home/normal/2x/lileep.jpg,355,0.3323943661971831,0.4169014084507042,0.28732394366197184,0.4619718309859155,0.0647887323943662,23.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,Sp. Def,23.58318610083605
Vanilluxe,5.0,71,95,85,110,95,79,535,1.3,57.5,https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg,535,0.3364485981308411,0.38317757009345793,0.38317757009345793,0.3364485981308411,0.14766355140186915,34.02366863905325,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,13.804588609106274
Vullaby,5.0,70,55,75,45,65,60,370,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/vullaby.jpg,370,0.35135135135135137,0.2972972972972973,0.2702702702702703,0.3783783783783784,0.16216216216216217,36.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Defense,10.801234497346433
Venomoth,1.0,70,65,60,90,75,90,450,1.5,12.5,https://img.pokemondb.net/sprites/home/normal/2x/venomoth.jpg,450,0.2777777777777778,0.36666666666666664,0.34444444444444444,0.3,0.2,5.555555555555555,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Sp. Atk,12.649110640673518
Flaaffy,2.0,70,55,55,80,60,45,365,0.8,13.3,https://img.pokemondb.net/sprites/home/normal/2x/flaaffy.jpg,365,0.3013698630136986,0.3835616438356164,0.3698630136986301,0.3150684931506849,0.1232876712328767,20.781249999999996,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Atk,12.41638702145945
Metang,3.0,60,75,100,55,80,50,420,1.2,202.5,https://img.pokemondb.net/sprites/home/normal/2x/metang.jpg,420,0.4166666666666667,0.32142857142857145,0.30952380952380953,0.42857142857142855,0.11904761904761904,140.625,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Defense,18.708286933869708
Shellos,4.0,76,48,48,57,62,34,325,0.3,6.3,https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg,325,0.2953846153846154,0.36615384615384616,0.3230769230769231,0.3384615384615385,0.10461538461538461,70.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,HP,14.34456923949502
Silicobra,8.0,52,57,75,35,50,46,315,2.2,7.6,https://img.pokemondb.net/sprites/home/normal/2x/silicobra.jpg,315,0.41904761904761906,0.2698412698412698,0.2920634920634921,0.3968253968253968,0.14603174603174604,1.5702479338842972,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,13.277801022759755
Rellor,9.0,41,50,60,31,58,30,270,0.2,1.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/rellor.png,270,0.4074074074074074,0.3296296296296296,0.3,0.43703703703703706,0.1111111111111111,24.999999999999996,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,13.0843417870369
Enamorus,8.0,74,115,70,135,80,106,580,1.6,48.0,https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg,580,0.31896551724137934,0.3706896551724138,0.43103448275862066,0.25862068965517243,0.18275862068965518,18.749999999999996,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,26.05890762612022
Grookey,8.0,50,65,50,40,40,65,310,0.3,5.0,https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg,310,0.3709677419354839,0.25806451612903225,0.3387096774193548,0.2903225806451613,0.20967741935483872,55.55555555555556,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,11.254628677422755
Haunter,1.0,45,50,45,115,55,95,405,1.6,0.1,https://img.pokemondb.net/sprites/home/normal/2x/haunter.jpg,405,0.2345679012345679,0.41975308641975306,0.4074074074074074,0.24691358024691357,0.2345679012345679,0.03906249999999999,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,Sp. Atk,29.958304357890484
Gorebyss,3.0,55,84,105,114,75,52,485,1.8,22.6,https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg,485,0.38969072164948454,0.38969072164948454,0.40824742268041236,0.3711340206185567,0.10721649484536082,6.9753086419753085,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Sp. Atk,25.404067915722997
Poltchageist,9.0,40,45,45,74,54,50,308,0.1,1.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/poltchageist.png,308,0.2922077922077922,0.4155844155844156,0.38636363636363635,0.32142857142857145,0.16233766233766234,109.99999999999999,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,Sp. Atk,12.094075684675811
Boldore,5.0,70,105,105,50,40,20,390,0.9,102.0,https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg,390,0.5384615384615384,0.23076923076923078,0.3974358974358974,0.3717948717948718,0.05128205128205128,125.92592592592592,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,34.92849839314596
Remoraid,2.0,35,65,35,65,35,65,300,0.6,12.0,https://img.pokemondb.net/sprites/home/normal/2x/remoraid.jpg,300,0.3333333333333333,0.3333333333333333,0.43333333333333335,0.23333333333333334,0.21666666666666667,33.333333333333336,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,16.431676725154983
Maractus,5.0,75,86,67,106,67,60,461,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,461,0.3318872017353579,0.3752711496746204,0.4164859002169197,0.29067245119305857,0.1301518438177874,28.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Sp. Atk,16.82161308158842
Koffing,1.0,40,65,95,60,45,35,340,0.6,1.0,https://img.pokemondb.net/sprites/home/normal/2x/koffing.jpg,340,0.47058823529411764,0.3088235294117647,0.36764705882352944,0.4117647058823529,0.10294117647058823,2.7777777777777777,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Defense,22.06052281036573
Deoxys,3.0,50,150,50,150,50,150,600,1.7,60.8,https://img.pokemondb.net/sprites/home/normal/2x/deoxys.jpg,600,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.25,21.038062283737027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,54.772255750516614
Slowking,2.0,95,75,80,100,110,30,490,2.0,79.5,https://img.pokemondb.net/sprites/home/normal/2x/slowking.jpg,490,0.3163265306122449,0.42857142857142855,0.35714285714285715,0.3877551020408163,0.061224489795918366,19.875,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,Sp. Def,28.401877872187722
Minccino,5.0,55,50,40,40,40,75,300,0.4,5.8,https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg,300,0.3,0.26666666666666666,0.3,0.26666666666666666,0.25,36.24999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,13.784048752090222
Drilbur,5.0,60,85,40,30,45,68,328,0.3,8.5,https://img.pokemondb.net/sprites/home/normal/2x/drilbur.jpg,328,0.38109756097560976,0.22865853658536586,0.35060975609756095,0.25914634146341464,0.2073170731707317,94.44444444444444,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Attack,20.215505600075073
Pansage,5.0,50,53,48,53,48,64,316,0.6,10.5,https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg,316,0.31962025316455694,0.31962025316455694,0.33544303797468356,0.3037974683544304,0.20253164556962025,29.166666666666668,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,5.988878581726855
Delphox,6.0,75,69,72,114,100,104,534,1.5,39.0,https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg,534,0.2640449438202247,0.40074906367041196,0.34269662921348315,0.32209737827715357,0.1947565543071161,17.333333333333332,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,Sp. Atk,19.266551326067674
Cottonee,5.0,40,27,60,37,50,66,280,0.3,0.6,https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg,280,0.3107142857142857,0.3107142857142857,0.22857142857142856,0.39285714285714285,0.2357142857142857,6.666666666666667,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Speed,14.746751054610865
Rolycoly,8.0,30,40,50,40,50,30,240,0.3,12.0,https://img.pokemondb.net/sprites/home/normal/2x/rolycoly.jpg,240,0.375,0.375,0.3333333333333333,0.4166666666666667,0.125,133.33333333333334,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,8.94427190999916
Kommo-o,7.0,75,110,125,100,105,85,600,1.6,78.2,https://img.pokemondb.net/sprites/home/normal/2x/kommo-o.jpg,600,0.39166666666666666,0.3416666666666667,0.35,0.38333333333333336,0.14166666666666666,30.546874999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,Defense,17.88854381999832
Zangoose,3.0,73,115,60,60,60,90,458,1.3,40.3,https://img.pokemondb.net/sprites/home/normal/2x/zangoose.jpg,458,0.38209606986899564,0.26200873362445415,0.38209606986899564,0.26200873362445415,0.1965065502183406,23.846153846153843,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,Attack,22.3308456325923
Barboach,3.0,50,48,43,46,41,60,288,0.4,1.9,https://img.pokemondb.net/sprites/home/normal/2x/barboach.jpg,288,0.3159722222222222,0.3020833333333333,0.3263888888888889,0.2916666666666667,0.20833333333333334,11.874999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,Speed,6.723094525588644
Roserade,4.0,60,70,65,125,105,90,515,0.9,14.5,https://img.pokemondb.net/sprites/home/normal/2x/roserade.jpg,515,0.2621359223300971,0.44660194174757284,0.3786407766990291,0.3300970873786408,0.17475728155339806,17.901234567901234,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,Sp. Atk,25.57668208870468
