Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Deerling,Normal,Grass,5.0,60,60,50,40,50,75,335,0.6,19.5,https://img.pokemondb.net/sprites/home/normal/2x/deerling.jpg
Sawsbuck,Normal,Grass,5.0,80,100,70,60,70,95,475,1.9,92.5,https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg
Emolga,Electric,Flying,5.0,55,75,60,75,60,103,428,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/emolga.jpg
Karrablast,Bug,None,5.0,50,75,45,40,45,60,315,0.5,5.9,https://img.pokemondb.net/sprites/home/normal/2x/karrablast.jpg
Escavalier,Bug,Steel,5.0,70,135,105,60,105,20,495,1.0,33.0,https://img.pokemondb.net/sprites/home/normal/2x/escavalier.jpg
Foongus,Grass,Poison,5.0,69,55,45,55,55,15,294,0.2,1.0,https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg
Amoonguss,Grass,Poison,5.0,114,85,70,85,80,30,464,0.6,10.5,https://img.pokemondb.net/sprites/home/normal/2x/amoonguss.jpg
Frillish,Water,Ghost,5.0,55,40,50,65,85,40,335,1.2,33.0,https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg
Jellicent,Water,Ghost,5.0,100,60,70,85,105,60,480,2.2,135.0,https://img.pokemondb.net/sprites/home/normal/2x/jellicent.jpg
Alomomola,Water,None,5.0,165,75,80,40,45,65,470,1.2,31.6,https://img.pokemondb.net/sprites/home/normal/2x/alomomola.jpg
Joltik,Bug,Electric,5.0,50,47,50,57,50,65,319,0.1,0.6,https://img.pokemondb.net/sprites/home/normal/2x/joltik.jpg
Galvantula,Bug,Electric,5.0,70,77,60,97,60,108,472,0.8,14.3,https://img.pokemondb.net/sprites/home/normal/2x/galvantula.jpg
Ferroseed,Grass,Steel,5.0,44,50,91,24,86,10,305,0.6,18.8,https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg
Ferrothorn,Grass,Steel,5.0,74,94,131,54,116,20,489,1.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg
Klink,Steel,None,5.0,40,55,70,45,60,30,300,0.3,21.0,https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg
Klang,Steel,None,5.0,60,80,95,70,85,50,440,0.6,51.0,https://img.pokemondb.net/sprites/home/normal/2x/klang.jpg
Klinklang,Steel,None,5.0,60,100,115,70,85,90,520,0.6,81.0,https://img.pokemondb.net/sprites/home/normal/2x/klinklang.jpg
Tynamo,Electric,None,5.0,35,55,40,45,40,60,275,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/tynamo.jpg
Eelektrik,Electric,None,5.0,65,85,70,75,70,40,405,1.2,22.0,https://img.pokemondb.net/sprites/home/normal/2x/eelektrik.jpg
Eelektross,Electric,None,5.0,85,115,80,105,80,50,515,2.1,80.5,https://img.pokemondb.net/sprites/home/normal/2x/eelektross.jpg
Elgyem,Psychic,None,5.0,55,55,55,85,55,30,335,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/elgyem.jpg
Beheeyem,Psychic,None,5.0,75,75,75,125,95,40,485,1.0,34.5,https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg
Litwick,Ghost,Fire,5.0,50,30,55,65,55,20,275,0.3,3.1,https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg
Lampent,Ghost,Fire,5.0,60,40,60,95,60,55,370,0.6,13.0,https://img.pokemondb.net/sprites/home/normal/2x/lampent.jpg
Chandelure,Ghost,Fire,5.0,60,55,90,145,90,80,520,1.0,34.3,https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg
Axew,Dragon,None,5.0,46,87,60,30,40,57,320,0.6,18.0,https://img.pokemondb.net/sprites/home/normal/2x/axew.jpg
Fraxure,Dragon,None,5.0,66,117,70,40,50,67,410,1.0,36.0,https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg
Haxorus,Dragon,None,5.0,76,147,90,60,70,97,540,1.8,105.5,https://img.pokemondb.net/sprites/home/normal/2x/haxorus.jpg
Cubchoo,Ice,None,5.0,55,70,40,60,40,40,305,0.5,8.5,https://img.pokemondb.net/sprites/home/normal/2x/cubchoo.jpg
Beartic,Ice,None,5.0,95,130,80,70,80,50,505,2.6,260.0,https://img.pokemondb.net/sprites/home/normal/2x/beartic.jpg
Cryogonal,Ice,None,5.0,80,50,50,95,135,105,515,1.1,148.0,https://img.pokemondb.net/sprites/home/normal/2x/cryogonal.jpg
Shelmet,Bug,None,5.0,50,40,85,40,65,25,305,0.4,7.7,https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg
Accelgor,Bug,None,5.0,80,70,40,100,60,145,495,0.8,25.3,https://img.pokemondb.net/sprites/home/normal/2x/accelgor.jpg
Stunfisk,Ground,Electric,5.0,109,66,84,81,99,32,471,0.7,11.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg
Mienfoo,Fighting,None,5.0,45,85,50,55,50,65,350,0.9,20.0,https://img.pokemondb.net/sprites/home/normal/2x/mienfoo.jpg
Mienshao,Fighting,None,5.0,65,125,60,95,60,105,510,1.4,35.5,https://img.pokemondb.net/sprites/home/normal/2x/mienshao.jpg
Druddigon,Dragon,None,5.0,77,120,90,60,90,48,485,1.6,139.0,https://img.pokemondb.net/sprites/home/normal/2x/druddigon.jpg
Golett,Ground,Ghost,5.0,59,74,50,35,50,35,303,1.0,92.0,https://img.pokemondb.net/sprites/home/normal/2x/golett.jpg
Golurk,Ground,Ghost,5.0,89,124,80,55,80,55,483,2.8,330.0,https://img.pokemondb.net/sprites/home/normal/2x/golurk.jpg
Pawniard,Dark,Steel,5.0,45,85,70,40,40,60,340,0.5,10.2,https://img.pokemondb.net/sprites/home/normal/2x/pawniard.jpg
Bisharp,Dark,Steel,5.0,65,125,100,60,70,70,490,1.6,70.0,https://img.pokemondb.net/sprites/home/normal/2x/bisharp.jpg
Bouffalant,Normal,None,5.0,95,110,95,40,95,55,490,1.6,94.6,https://img.pokemondb.net/sprites/home/normal/2x/bouffalant.jpg
Rufflet,Normal,Flying,5.0,70,83,50,37,50,60,350,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/rufflet.jpg
Braviary,Normal,Flying,5.0,100,123,75,57,75,80,510,1.5,41.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg
Vullaby,Dark,Flying,5.0,70,55,75,45,65,60,370,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/vullaby.jpg
Mandibuzz,Dark,Flying,5.0,110,65,105,55,95,80,510,1.2,39.5,https://img.pokemondb.net/sprites/home/normal/2x/mandibuzz.jpg
Heatmor,Fire,None,5.0,85,97,66,105,66,65,484,1.4,58.0,https://img.pokemondb.net/sprites/home/normal/2x/heatmor.jpg
Durant,Bug,Steel,5.0,58,109,112,48,48,109,484,0.3,33.0,https://img.pokemondb.net/sprites/home/normal/2x/durant.jpg
Deino,Dark,Dragon,5.0,52,65,50,45,50,38,300,0.8,17.3,https://img.pokemondb.net/sprites/home/normal/2x/deino.jpg
Zweilous,Dark,Dragon,5.0,72,85,70,65,70,58,420,1.4,50.0,https://img.pokemondb.net/sprites/home/normal/2x/zweilous.jpg
Hydreigon,Dark,Dragon,5.0,92,105,90,125,90,98,600,1.8,160.0,https://img.pokemondb.net/sprites/home/normal/2x/hydreigon.jpg
Larvesta,Bug,Fire,5.0,55,85,55,50,55,60,360,1.1,28.8,https://img.pokemondb.net/sprites/home/normal/2x/larvesta.jpg
Volcarona,Bug,Fire,5.0,85,60,65,135,105,100,550,1.6,46.0,https://img.pokemondb.net/sprites/home/normal/2x/volcarona.jpg
Cobalion,Steel,Fighting,5.0,91,90,129,90,72,108,580,2.1,250.0,https://img.pokemondb.net/sprites/home/normal/2x/cobalion.jpg
Terrakion,Rock,Fighting,5.0,91,129,90,72,90,108,580,1.9,260.0,https://img.pokemondb.net/sprites/home/normal/2x/terrakion.jpg
Virizion,Grass,Fighting,5.0,91,90,72,90,129,108,580,2.0,200.0,https://img.pokemondb.net/sprites/home/normal/2x/virizion.jpg
Tornadus,Flying,None,5.0,79,115,70,125,80,111,580,1.5,63.0,https://img.pokemondb.net/sprites/home/normal/2x/tornadus.jpg
Thundurus,Electric,Flying,5.0,79,115,70,125,80,111,580,1.5,61.0,https://img.pokemondb.net/sprites/home/normal/2x/thundurus.jpg
Reshiram,Dragon,Fire,5.0,100,120,100,150,120,90,680,3.2,330.0,https://img.pokemondb.net/sprites/home/normal/2x/reshiram.jpg
Zekrom,Dragon,Electric,5.0,100,150,120,120,100,90,680,2.9,345.0,https://img.pokemondb.net/sprites/home/normal/2x/zekrom.jpg
Landorus,Ground,Flying,5.0,89,125,90,115,80,101,600,1.5,68.0,https://img.pokemondb.net/sprites/home/normal/2x/landorus.jpg
Kyurem,Dragon,Ice,5.0,125,130,90,130,90,95,660,3.0,325.0,https://img.pokemondb.net/sprites/home/normal/2x/kyurem.jpg
Keldeo,Water,Fighting,5.0,91,72,90,129,90,108,580,1.4,48.5,https://img.pokemondb.net/sprites/home/normal/2x/keldeo.jpg
Meloetta,Normal,Psychic,5.0,100,77,77,128,128,90,600,0.6,6.5,https://img.pokemondb.net/sprites/home/normal/2x/meloetta.jpg
Genesect,Bug,Steel,5.0,71,120,95,120,95,99,600,1.5,82.5,https://img.pokemondb.net/sprites/home/normal/2x/genesect.jpg
Chespin,Grass,None,6.0,56,61,65,48,45,38,313,0.4,9.0,https://img.pokemondb.net/sprites/home/normal/2x/chespin.jpg
Quilladin,Grass,None,6.0,61,78,95,56,58,57,405,0.7,29.0,https://img.pokemondb.net/sprites/home/normal/2x/quilladin.jpg
Chesnaught,Grass,Fighting,6.0,88,107,122,74,75,64,530,1.6,90.0,https://img.pokemondb.net/sprites/home/normal/2x/chesnaught.jpg
Fennekin,Fire,None,6.0,40,45,40,62,60,60,307,0.4,9.4,https://img.pokemondb.net/sprites/home/normal/2x/fennekin.jpg
Braixen,Fire,None,6.0,59,59,58,90,70,73,409,1.0,14.5,https://img.pokemondb.net/sprites/home/normal/2x/braixen.jpg
Delphox,Fire,Psychic,6.0,75,69,72,114,100,104,534,1.5,39.0,https://img.pokemondb.net/sprites/home/normal/2x/delphox.jpg
Froakie,Water,None,6.0,41,56,40,62,44,71,314,0.3,7.0,https://img.pokemondb.net/sprites/home/normal/2x/froakie.jpg
Frogadier,Water,None,6.0,54,63,52,83,56,97,405,0.6,10.9,https://img.pokemondb.net/sprites/home/normal/2x/frogadier.jpg
Greninja,Water,Dark,6.0,72,95,67,103,71,122,530,1.5,40.0,https://img.pokemondb.net/sprites/home/normal/2x/greninja.jpg
Bunnelby,Normal,None,6.0,38,36,38,32,36,57,237,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/bunnelby.jpg
Diggersby,Normal,Ground,6.0,85,56,77,50,77,78,423,1.0,42.4,https://img.pokemondb.net/sprites/home/normal/2x/diggersby.jpg
Fletchling,Normal,Flying,6.0,45,50,43,40,38,62,278,0.3,1.7,https://img.pokemondb.net/sprites/home/normal/2x/fletchling.jpg
Fletchinder,Fire,Flying,6.0,62,73,55,56,52,84,382,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/fletchinder.jpg
Talonflame,Fire,Flying,6.0,78,81,71,74,69,126,499,1.2,24.5,https://img.pokemondb.net/sprites/home/normal/2x/talonflame.jpg
Scatterbug,Bug,None,6.0,38,35,40,27,25,35,200,0.3,2.5,https://img.pokemondb.net/sprites/home/normal/2x/scatterbug.jpg
Spewpa,Bug,None,6.0,45,22,60,27,30,29,213,0.3,8.4,https://img.pokemondb.net/sprites/home/normal/2x/spewpa.jpg
Vivillon,Bug,Flying,6.0,80,52,50,90,50,89,411,1.2,17.0,https://img.pokemondb.net/sprites/home/normal/2x/vivillon.jpg
Litleo,Fire,Normal,6.0,62,50,58,73,54,72,369,0.6,13.5,https://img.pokemondb.net/sprites/home/normal/2x/litleo.jpg
Pyroar,Fire,Normal,6.0,86,68,72,109,66,106,507,1.5,81.5,https://img.pokemondb.net/sprites/home/normal/2x/pyroar.jpg
Flabébé,Fairy,None,6.0,44,38,39,61,79,42,303,0.1,0.1,https://img.pokemondb.net/sprites/home/normal/2x/flabebe.jpg
Floette,Fairy,None,6.0,54,45,47,75,98,52,371,0.2,0.9,https://img.pokemondb.net/sprites/home/normal/2x/floette.jpg
Florges,Fairy,None,6.0,78,65,68,112,154,75,552,1.1,10.0,https://img.pokemondb.net/sprites/home/normal/2x/florges.jpg
Skiddo,Grass,None,6.0,66,65,48,62,57,52,350,0.9,31.0,https://img.pokemondb.net/sprites/home/normal/2x/skiddo.jpg
Gogoat,Grass,None,6.0,123,100,62,97,81,68,531,1.7,91.0,https://img.pokemondb.net/sprites/home/normal/2x/gogoat.jpg
Pancham,Fighting,None,6.0,67,82,62,46,48,43,348,0.6,8.0,https://img.pokemondb.net/sprites/home/normal/2x/pancham.jpg
Pangoro,Fighting,Dark,6.0,95,124,78,69,71,58,495,2.1,136.0,https://img.pokemondb.net/sprites/home/normal/2x/pangoro.jpg
Furfrou,Normal,None,6.0,75,80,60,65,90,102,472,1.2,28.0,https://img.pokemondb.net/sprites/home/normal/2x/furfrou.jpg
Espurr,Psychic,None,6.0,62,48,54,63,60,68,355,0.3,3.5,https://img.pokemondb.net/sprites/home/normal/2x/espurr.jpg
Meowstic,Psychic,None,6.0,74,48,76,83,81,104,466,0.6,8.5,https://img.pokemondb.net/sprites/home/normal/2x/meowstic.jpg
Honedge,Steel,Ghost,6.0,45,80,100,35,37,28,325,0.8,2.0,https://img.pokemondb.net/sprites/home/normal/2x/honedge.jpg
Doublade,Steel,Ghost,6.0,59,110,150,45,49,35,448,0.8,4.5,https://img.pokemondb.net/sprites/home/normal/2x/doublade.jpg
Aegislash,Steel,Ghost,6.0,60,50,140,50,140,60,500,1.7,53.0,https://img.pokemondb.net/sprites/home/normal/2x/aegislash.jpg
Spritzee,Fairy,None,6.0,78,52,60,63,65,23,341,0.2,0.5,https://img.pokemondb.net/sprites/home/normal/2x/spritzee.jpg
Aromatisse,Fairy,None,6.0,101,72,72,99,89,29,462,0.8,15.5,https://img.pokemondb.net/sprites/home/normal/2x/aromatisse.jpg
Swirlix,Fairy,None,6.0,62,48,66,59,57,49,341,0.4,3.5,https://img.pokemondb.net/sprites/home/normal/2x/swirlix.jpg
Slurpuff,Fairy,None,6.0,82,80,86,85,75,72,480,0.8,5.0,https://img.pokemondb.net/sprites/home/normal/2x/slurpuff.jpg
Inkay,Dark,Psychic,6.0,53,54,53,37,46,45,288,0.4,3.5,https://img.pokemondb.net/sprites/home/normal/2x/inkay.jpg
Malamar,Dark,Psychic,6.0,86,92,88,68,75,73,482,1.5,47.0,https://img.pokemondb.net/sprites/home/normal/2x/malamar.jpg
Binacle,Rock,Water,6.0,42,52,67,39,56,50,306,0.5,31.0,https://img.pokemondb.net/sprites/home/normal/2x/binacle.jpg
Barbaracle,Rock,Water,6.0,72,105,115,54,86,68,500,1.3,96.0,https://img.pokemondb.net/sprites/home/normal/2x/barbaracle.jpg
Skrelp,Poison,Water,6.0,50,60,60,60,60,30,320,0.5,7.3,https://img.pokemondb.net/sprites/home/normal/2x/skrelp.jpg
Dragalge,Poison,Dragon,6.0,65,75,90,97,123,44,494,1.8,81.5,https://img.pokemondb.net/sprites/home/normal/2x/dragalge.jpg
Clauncher,Water,None,6.0,50,53,62,58,63,44,330,0.5,8.3,https://img.pokemondb.net/sprites/home/normal/2x/clauncher.jpg
Clawitzer,Water,None,6.0,71,73,88,120,89,59,500,1.3,35.3,https://img.pokemondb.net/sprites/home/normal/2x/clawitzer.jpg
Helioptile,Electric,Normal,6.0,44,38,33,61,43,70,289,0.5,6.0,https://img.pokemondb.net/sprites/home/normal/2x/helioptile.jpg
Heliolisk,Electric,Normal,6.0,62,55,52,109,94,109,481,1.0,21.0,https://img.pokemondb.net/sprites/home/normal/2x/heliolisk.jpg
Tyrunt,Rock,Dragon,6.0,58,89,77,45,45,48,362,0.8,26.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrunt.jpg
Tyrantrum,Rock,Dragon,6.0,82,121,119,69,59,71,521,2.5,270.0,https://img.pokemondb.net/sprites/home/normal/2x/tyrantrum.jpg
Amaura,Rock,Ice,6.0,77,59,50,67,63,46,362,1.3,25.2,https://img.pokemondb.net/sprites/home/normal/2x/amaura.jpg
Aurorus,Rock,Ice,6.0,123,77,72,99,92,58,521,2.7,225.0,https://img.pokemondb.net/sprites/home/normal/2x/aurorus.jpg
Sylveon,Fairy,None,6.0,95,65,65,110,130,60,525,1.0,23.5,https://img.pokemondb.net/sprites/home/normal/2x/sylveon.jpg
Hawlucha,Fighting,Flying,6.0,78,92,75,74,63,118,500,0.8,21.5,https://img.pokemondb.net/sprites/home/normal/2x/hawlucha.jpg
Dedenne,Electric,Fairy,6.0,67,58,57,81,67,101,431,0.2,2.2,https://img.pokemondb.net/sprites/home/normal/2x/dedenne.jpg
Carbink,Rock,Fairy,6.0,50,50,150,50,150,50,500,0.3,5.7,https://img.pokemondb.net/sprites/home/normal/2x/carbink.jpg
Goomy,Dragon,None,6.0,45,50,35,55,75,40,300,0.3,2.8,https://img.pokemondb.net/sprites/home/normal/2x/goomy.jpg
Sliggoo,Dragon,None,6.0,68,75,53,83,113,60,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg
Goodra,Dragon,None,6.0,90,100,70,110,150,80,600,2.0,150.5,https://img.pokemondb.net/sprites/home/normal/2x/goodra.jpg
Klefki,Steel,Fairy,6.0,57,80,91,80,87,75,470,0.2,3.0,https://img.pokemondb.net/sprites/home/normal/2x/klefki.jpg
Phantump,Ghost,Grass,6.0,43,70,48,50,60,38,309,0.4,7.0,https://img.pokemondb.net/sprites/home/normal/2x/phantump.jpg
Trevenant,Ghost,Grass,6.0,85,110,76,65,82,56,474,1.5,71.0,https://img.pokemondb.net/sprites/home/normal/2x/trevenant.jpg
Pumpkaboo,Ghost,Grass,6.0,49,66,70,44,55,51,335,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/pumpkaboo.jpg
Gourgeist,Ghost,Grass,6.0,65,90,122,58,75,84,494,0.9,12.5,https://img.pokemondb.net/sprites/home/normal/2x/gourgeist.jpg
Bergmite,Ice,None,6.0,55,69,85,32,35,28,304,1.0,99.5,https://img.pokemondb.net/sprites/home/normal/2x/bergmite.jpg
Avalugg,Ice,None,6.0,95,117,184,44,46,28,514,2.0,505.0,https://img.pokemondb.net/sprites/home/normal/2x/avalugg.jpg
Noibat,Flying,Dragon,6.0,40,30,35,45,40,55,245,0.5,8.0,https://img.pokemondb.net/sprites/home/normal/2x/noibat.jpg
Noivern,Flying,Dragon,6.0,85,70,80,97,80,123,535,1.5,85.0,https://img.pokemondb.net/sprites/home/normal/2x/noivern.jpg
Xerneas,Fairy,None,6.0,126,131,95,131,98,99,680,3.0,215.0,https://img.pokemondb.net/sprites/home/normal/2x/xerneas.jpg
Yveltal,Dark,Flying,6.0,126,131,95,131,98,99,680,5.8,203.0,https://img.pokemondb.net/sprites/home/normal/2x/yveltal.jpg
Zygarde,Dragon,Ground,6.0,108,100,121,81,95,95,600,5.0,305.0,https://img.pokemondb.net/sprites/home/normal/2x/zygarde.jpg
Diancie,Rock,Fairy,6.0,50,100,150,100,150,50,600,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg
Hoopa,Psychic,Ghost,6.0,80,110,60,150,130,70,600,0.5,9.0,https://img.pokemondb.net/sprites/home/normal/2x/hoopa.jpg
Volcanion,Fire,Water,6.0,80,110,120,130,90,70,600,1.7,195.0,https://img.pokemondb.net/sprites/home/normal/2x/volcanion.jpg
Rowlet,Grass,Flying,7.0,68,55,55,50,50,42,320,0.3,1.5,https://img.pokemondb.net/sprites/home/normal/2x/rowlet.jpg
Dartrix,Grass,Flying,7.0,78,75,75,70,70,52,420,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/dartrix.jpg
Decidueye,Grass,Ghost,7.0,78,107,75,100,100,70,530,1.6,36.6,https://img.pokemondb.net/sprites/home/normal/2x/decidueye.jpg
Litten,Fire,None,7.0,45,65,40,60,40,70,320,0.4,4.3,https://img.pokemondb.net/sprites/home/normal/2x/litten.jpg
Torracat,Fire,None,7.0,65,85,50,80,50,90,420,0.7,25.0,https://img.pokemondb.net/sprites/home/normal/2x/torracat.jpg
Incineroar,Fire,Dark,7.0,95,115,90,80,90,60,530,1.8,83.0,https://img.pokemondb.net/sprites/home/normal/2x/incineroar.jpg
Popplio,Water,None,7.0,50,54,54,66,56,40,320,0.4,7.5,https://img.pokemondb.net/sprites/home/normal/2x/popplio.jpg
Brionne,Water,None,7.0,60,69,69,91,81,50,420,0.6,17.5,https://img.pokemondb.net/sprites/home/normal/2x/brionne.jpg
Primarina,Water,Fairy,7.0,80,74,74,126,116,60,530,1.8,44.0,https://img.pokemondb.net/sprites/home/normal/2x/primarina.jpg
Pikipek,Normal,Flying,7.0,35,75,30,30,30,65,265,0.3,1.2,https://img.pokemondb.net/sprites/home/normal/2x/pikipek.jpg
Trumbeak,Normal,Flying,7.0,55,85,50,40,50,75,355,0.6,14.8,https://img.pokemondb.net/sprites/home/normal/2x/trumbeak.jpg
Toucannon,Normal,Flying,7.0,80,120,75,75,75,60,485,1.1,26.0,https://img.pokemondb.net/sprites/home/normal/2x/toucannon.jpg
Yungoos,Normal,None,7.0,48,70,30,30,30,45,253,0.4,6.0,https://img.pokemondb.net/sprites/home/normal/2x/yungoos.jpg
Gumshoos,Normal,None,7.0,88,110,60,55,60,45,418,0.7,14.2,https://img.pokemondb.net/sprites/home/normal/2x/gumshoos.jpg
Grubbin,Bug,None,7.0,47,62,45,55,45,46,300,0.4,4.4,https://img.pokemondb.net/sprites/home/normal/2x/grubbin.jpg
Charjabug,Bug,Electric,7.0,57,82,95,55,75,36,400,0.5,10.5,https://img.pokemondb.net/sprites/home/normal/2x/charjabug.jpg
Vikavolt,Bug,Electric,7.0,77,70,90,145,75,43,500,1.5,45.0,https://img.pokemondb.net/sprites/home/normal/2x/vikavolt.jpg
Crabrawler,Fighting,None,7.0,47,82,57,42,47,63,338,0.6,7.0,https://img.pokemondb.net/sprites/home/normal/2x/crabrawler.jpg
Crabominable,Fighting,Ice,7.0,97,132,77,62,67,43,478,1.7,180.0,https://img.pokemondb.net/sprites/home/normal/2x/crabominable.jpg
Oricorio,Fire,Flying,7.0,75,70,70,98,70,93,476,0.6,3.4,https://img.pokemondb.net/sprites/home/normal/2x/oricorio.jpg
Cutiefly,Bug,Fairy,7.0,40,45,40,55,40,84,304,0.1,0.2,https://img.pokemondb.net/sprites/home/normal/2x/cutiefly.jpg
Ribombee,Bug,Fairy,7.0,60,55,60,95,70,124,464,0.2,0.5,https://img.pokemondb.net/sprites/home/normal/2x/ribombee.jpg
Rockruff,Rock,None,7.0,45,65,40,30,40,60,280,0.5,9.2,https://img.pokemondb.net/sprites/home/normal/2x/rockruff.jpg
Lycanroc,Rock,None,7.0,75,115,65,55,65,112,487,0.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/lycanroc.jpg
Wishiwashi,Water,None,7.0,45,20,20,25,25,40,175,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/wishiwashi.jpg
Mareanie,Poison,Water,7.0,50,53,62,43,52,45,305,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/mareanie.jpg
Toxapex,Poison,Water,7.0,50,63,152,53,142,35,495,0.7,14.5,https://img.pokemondb.net/sprites/home/normal/2x/toxapex.jpg
Mudbray,Ground,None,7.0,70,100,70,45,55,45,385,1.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/mudbray.jpg
Mudsdale,Ground,None,7.0,100,125,100,55,85,35,500,2.5,920.0,https://img.pokemondb.net/sprites/home/normal/2x/mudsdale.jpg
Dewpider,Water,Bug,7.0,38,40,52,40,72,27,269,0.3,4.0,https://img.pokemondb.net/sprites/home/normal/2x/dewpider.jpg
Araquanid,Water,Bug,7.0,68,70,92,50,132,42,454,1.8,82.0,https://img.pokemondb.net/sprites/home/normal/2x/araquanid.jpg
Fomantis,Grass,None,7.0,40,55,35,50,35,35,250,0.3,1.5,https://img.pokemondb.net/sprites/home/normal/2x/fomantis.jpg
Lurantis,Grass,None,7.0,70,105,90,80,90,45,480,0.9,18.5,https://img.pokemondb.net/sprites/home/normal/2x/lurantis.jpg
Morelull,Grass,Fairy,7.0,40,35,55,65,75,15,285,0.2,1.5,https://img.pokemondb.net/sprites/home/normal/2x/morelull.jpg
Shiinotic,Grass,Fairy,7.0,60,45,80,90,100,30,405,1.0,11.5,https://img.pokemondb.net/sprites/home/normal/2x/shiinotic.jpg
Salandit,Poison,Fire,7.0,48,44,40,71,40,77,320,0.6,4.8,https://img.pokemondb.net/sprites/home/normal/2x/salandit.jpg
Salazzle,Poison,Fire,7.0,68,64,60,111,60,117,480,1.2,22.2,https://img.pokemondb.net/sprites/home/normal/2x/salazzle.jpg
Stufful,Normal,Fighting,7.0,70,75,50,45,50,50,340,0.5,6.8,https://img.pokemondb.net/sprites/home/normal/2x/stufful.jpg
Bewear,Normal,Fighting,7.0,120,125,80,55,60,60,500,2.1,135.0,https://img.pokemondb.net/sprites/home/normal/2x/bewear.jpg
Bounsweet,Grass,None,7.0,42,30,38,30,38,32,210,0.3,3.2,https://img.pokemondb.net/sprites/home/normal/2x/bounsweet.jpg
Steenee,Grass,None,7.0,52,40,48,40,48,62,290,0.7,8.2,https://img.pokemondb.net/sprites/home/normal/2x/steenee.jpg
Tsareena,Grass,None,7.0,72,120,98,50,98,72,510,1.2,21.4,https://img.pokemondb.net/sprites/home/normal/2x/tsareena.jpg
Comfey,Fairy,None,7.0,51,52,90,82,110,100,485,0.1,0.3,https://img.pokemondb.net/sprites/home/normal/2x/comfey.jpg
Oranguru,Normal,Psychic,7.0,90,60,80,90,110,60,490,1.5,76.0,https://img.pokemondb.net/sprites/home/normal/2x/oranguru.jpg
Passimian,Fighting,None,7.0,100,120,90,40,60,80,490,2.0,82.8,https://img.pokemondb.net/sprites/home/normal/2x/passimian.jpg
Wimpod,Bug,Water,7.0,25,35,40,20,30,80,230,0.5,12.0,https://img.pokemondb.net/sprites/home/normal/2x/wimpod.jpg
Golisopod,Bug,Water,7.0,75,125,140,60,90,40,530,2.0,108.0,https://img.pokemondb.net/sprites/home/normal/2x/golisopod.jpg
Sandygast,Ghost,Ground,7.0,55,55,80,70,45,15,320,0.5,70.0,https://img.pokemondb.net/sprites/home/normal/2x/sandygast.jpg
Palossand,Ghost,Ground,7.0,85,75,110,100,75,35,480,1.3,250.0,https://img.pokemondb.net/sprites/home/normal/2x/palossand.jpg
Pyukumuku,Water,None,7.0,55,60,130,30,130,5,410,0.3,1.2,https://img.pokemondb.net/sprites/home/normal/2x/pyukumuku.jpg
Type: Null,Normal,None,7.0,95,95,95,95,95,59,534,1.9,120.5,https://img.pokemondb.net/sprites/home/normal/2x/type-null.jpg
Silvally,Normal,None,7.0,95,95,95,95,95,95,570,2.3,100.5,https://img.pokemondb.net/sprites/home/normal/2x/silvally.jpg
Minior,Rock,Flying,7.0,60,60,100,60,100,60,440,0.3,40.0,https://img.pokemondb.net/sprites/home/normal/2x/minior.jpg
Komala,Normal,None,7.0,65,115,65,75,95,65,480,0.4,19.9,https://img.pokemondb.net/sprites/home/normal/2x/komala.jpg
Turtonator,Fire,Dragon,7.0,60,78,135,91,85,36,485,2.0,212.0,https://img.pokemondb.net/sprites/home/normal/2x/turtonator.jpg
